h,T,lambda,M,s
7584.372053,-70617162.59,1.25E-05,0.312578803,-0.001184401
15246.32902,-37466749.72,0.0002549,1.848610102,-0.00038013
8354.241156,-113945891,4.70E-06,0.251875249,-0.001926586
3254.947816,-973227.0054,0.0002548,1.832626288,0.000238305
2475.526795,-31716733.16,3.80E-06,0.124622839,-0.000533772
1380.131684,-116194692.8,1.00E-07,0.044556325,-0.001969302
20892.28183,-6629653.635,0.0002549,1.856071016,0.000142533
4559.663013,-64149153.24,2.00E-06,0.164756842,-0.001085274
26119.94136,-16463814.01,0.0002549,1.862457286,-2.41477E-05
7992.074595,-51739238.11,0.0002478,1.795208137,-0.000629136
3593.728391,-90760855.01,1.10E-06,0.118708012,-0.00153722
24298.972,-116762293.4,0.0002548,1.859985989,-0.001724222
2141.360937,-25653364.09,9.40E-06,0.151103914,-0.000425403
11114.11189,-8478481.084,0.0002549,1.843600405,0.000111197
10625.69155,-69620538.27,0.0002509,1.819928638,-0.000929109
16214.25619,-50679810.53,0.0002549,1.850009435,-0.00060408
27017.2123,-93752853.86,0.0002549,1.86358483,-0.001334131
18864.05425,-95521141.79,0.0002548,1.85297327,-0.001364202
15010.96043,-27247081.79,0.0002549,1.848497329,-0.000206915
31713.51329,-31448130.91,0.0002549,1.869669376,-0.000278119
2164.530997,-74961668.7,4.00E-07,0.07701803,-0.001270137
25086.62239,-98296205.33,0.0002549,1.861158779,-0.001411137
11026.77243,-89556796.19,6.95E-05,0.723164651,-0.001448412
27068.09282,-87625942.27,0.0002549,1.863648769,-0.001230285
5325.988841,-78676771.15,2.40E-06,0.182006835,-0.001331105
21814.30828,-18704247.78,0.000255,1.857046668,-6.20211E-05
14422.36015,-41474091.12,0.0002549,1.847574672,-0.000448051
16552.8479,-78350283.36,0.0002548,1.850251922,-0.001073171
17647.50123,-65283797.91,0.0002549,1.851810504,-0.000851605
6086.398489,-102728424.7,2.70E-06,0.191014394,-0.00173846
30081.7618,-81997431.58,0.0002549,1.867435857,-0.001134887
1158.942627,-8584431.227,9.33E-05,0.70399337,-5.21988E-05
12091.49986,-112309095.7,1.05E-05,0.369848627,-0.001893044
27581.25005,-94445673.82,0.0002549,1.864293621,-0.001345874
26128.51856,-112234193.8,0.0002548,1.862102065,-0.001647474
16909.36791,-36757182.13,0.0002549,1.850882938,-0.000368103
6952.630844,-42679162.41,0.0002495,1.805430934,-0.000473876
22184.17676,-108354387.6,0.0002548,1.857145459,-0.001581715
14506.29001,-93581947.3,0.0002537,1.841458142,-0.001332435
23108.66486,-20518216.9,0.000255,1.858673205,-9.27664E-05
31574.0274,-83303497.98,0.0002549,1.869311093,-0.001157024
10596.3036,-56772781.01,0.0002547,1.842034708,-0.000707551
17752.09183,-35141157.17,0.0002549,1.851941937,-0.000340713
13758.89148,-43616548.68,0.0002548,1.846740933,-0.000484464
14061.80856,-27561181.44,0.0002549,1.84730459,-0.000212239
18676.45586,-50945734.05,0.0002549,1.853103527,-0.000608587
8351.692773,-69046449.39,6.90E-05,0.684484047,-0.001101279
29869.93164,-75820833.7,0.0002549,1.867352663,-0.001030199
7553.86552,-33752753.58,0.0002548,1.838394467,-0.000317281
2633.839411,-25381780.62,3.44E-05,0.33728478,-0.0003958
17495.07972,-37375893.95,0.0002549,1.851618966,-0.00037859
18253.87549,-92171756.11,0.0002548,1.852206496,-0.001307433
16530.82982,-49049884.22,0.0002549,1.850224253,-0.000576454
9746.536661,-13023396.66,0.0002549,1.841698859,3.41645E-05
23862.15168,-26721015.88,0.000255,1.859620064,-0.000197899
16319.37996,-68637674.96,0.0002548,1.849958538,-0.00090855
30802.91726,-67941402.98,0.0002549,1.868342087,-0.000896649
9807.207268,-13603616.88,0.0002549,1.8419581,2.43302E-05
8995.302791,-74056962.15,6.90E-05,0.693161831,-0.001186203
29302.23972,-11966621.93,0.000255,1.86663928,5.21759E-05
24934.72511,-71256079.56,0.0002549,1.8609679,-0.00095283
5736.695018,-110867567.6,2.40E-06,0.175934944,-0.001876711
13313.2062,-110828248.3,3.09E-05,0.517966868,-0.001847545
20546.09167,-19552760.58,0.000255,1.85545298,-7.64027E-05
30918.6092,-58095085.55,0.0002549,1.86848747,-0.000729762
3411.15491,-57875583.45,1.40E-06,0.126713584,-0.000979542
27265.157,-62173920.57,0.0002549,1.864079407,-0.000798895
19861.38323,-275813.5711,0.0002549,1.85459255,0.000250225
3467.616457,-81236010.49,1.10E-06,0.118732535,-0.001375782
29549.03777,-23658437,0.0002549,1.866949416,-0.00014609
11205.39858,-117966608.8,7.90E-06,0.332501119,-0.001991534
7796.668553,-60662193.74,0.0001435,1.143665583,-0.000884673
24319.82943,-96861330.42,0.0002549,1.860012199,-0.001386817
4947.047806,-102369755.2,1.80E-06,0.156459644,-0.001733281
8964.853583,-44601704.92,0.0002548,1.839984567,-0.000501161
26780.06638,-51971764.76,0.000255,1.863469824,-0.000625877
18891.73175,-81687655.31,0.0002548,1.85319105,-0.001129737
1664.159782,-9874859.303,1.56E-04,1.151331245,-1.10705E-05
28840.81788,-98842521.34,0.0002549,1.865693441,-0.001420397
9584.808788,-22612190.08,0.0002549,1.841495626,-0.000128357
28598.38089,-49718227.53,0.0002549,1.865754785,-0.000587782
25704.51275,-81014660.89,0.0002549,1.861935243,-0.00111823
29956.22621,-71841033.91,0.000255,1.867278104,-0.000962645
31200.76378,-102848370.8,0.0002549,1.868842036,-0.001488293
22695.28905,-32296198.79,0.000255,1.858153741,-0.000292393
11965.90071,-99673457.39,3.72E-05,0.537867794,-0.001652181
26742.14962,-60920183.55,0.0002549,1.863422176,-0.000777645
23142.07643,-40890201.47,0.0002549,1.858715191,-0.000438154
26804.18945,-52002716.3,0.000255,1.863317138,-0.000626402
10830.62129,-115959787.4,7.50E-06,0.32342916,-0.00195792
3538.555944,-94508350.93,1.10E-06,0.115893681,-0.001600736
8676.525303,-109816011.6,5.10E-06,0.265090243,-0.001856188
24453.00735,-93455401.21,0.0002549,1.860362555,-0.00132909
2157.187302,-105886467,5.00E-07,0.069688802,-0.001794186
6592.469743,-49933926.05,0.0001676,1.283977342,-0.000678738
13070.30889,-39764607.01,0.0002549,1.845875635,-0.000419076
14688.05577,-110389659.7,0.0001775,1.398460555,-0.001693511
21568.93386,-66579479.96,0.0002549,1.856738322,-0.000873566
19070.94523,-99215558.56,0.0002547,1.853233257,-0.00142692
2557.73811,-70489192.09,8.00E-07,0.091420149,-0.001193932
17670.69321,-11910686.75,0.0002549,1.852022648,5.3024E-05
5461.119987,-77857828.66,2.70E-06,0.187300646,-0.001316924
30229.9405,-99250433.22,0.0002549,1.867622064,-0.001427311
8000.00453,-106698746.7,4.40E-06,0.246855102,-0.001804053
11477.79922,-71087114.39,0.0002539,1.838384428,-0.000950966
10356.8353,-109658860,7.10E-06,0.315879783,-0.001851525
4996.068304,-60375580.49,2.70E-06,0.184520245,-0.001020615
29012.76663,-64681858.45,0.000255,1.866092518,-0.000841303
15642.47606,-99022259.92,0.0002542,1.845630915,-0.001424143
509.7562189,-30306101.91,1.00E-07,0.023149579,-0.000513563
1921.170025,-66108845.05,4.00E-07,0.070307213,-0.001120089
26834.9943,-118259884.1,0.0002549,1.863172848,-0.001749505
1267.678475,-31139631.8,5.00E-07,0.054846012,-0.00052729
19821.85847,-12092784.23,0.000255,1.854542882,5.00376E-05
8472.482623,-84783207.39,6.50E-06,0.286610836,-0.001430504
2405.744981,-113440443.4,5.00E-07,0.075308148,-0.001922219
15030.61607,-14265095.77,0.0002549,1.848705029,1.31187E-05
7915.134677,-6118967.062,0.0002549,1.839580452,0.000151189
206.5698911,-9173862.627,7.70E-06,0.064858583,-0.000147789
25740.14092,-16541507.62,0.0002549,1.861980015,-2.54645E-05
24854.22567,-87604231.29,0.0002549,1.860866741,-0.001229917
9686.753427,-10249201.54,0.0002549,1.841806733,8.11847E-05
20791.70741,-79126278.15,0.0002549,1.85576163,-0.001086223
28276.713,-69010942.41,0.0002549,1.865350566,-0.000914777
1758.693409,-85672930.66,4.00E-07,0.060587039,-0.001451684
16793.69318,-85974446.76,0.0002548,1.850188577,-0.001202394
18915.53152,-92030505.17,0.0002548,1.853037958,-0.001305039
27851.99586,-116366199.3,0.0002549,1.86445085,-0.001717408
9150.407304,-46236604.57,0.0002547,1.840217741,-0.000528971
6843.344875,-29194966.51,0.0002548,1.837318601,-0.00024003
9362.285904,-55862895.46,0.0002538,1.834810995,-0.000693029
24441.12715,-8079444.492,0.0002549,1.860530626,0.00011796
1226.183709,-99283274.28,1.00E-07,0.041983868,-0.001682667
28424.17409,-6448446.946,0.000255,1.865352871,0.000145704
22961.58597,-72581521.46,0.0002549,1.85848838,-0.000975295
24661.48574,-106439610.8,0.0002548,1.860441537,-0.001549261
4828.785391,-66820730.39,2.40E-06,0.172598031,-0.001130155
14525.70891,-67749585.46,0.0002549,1.847521544,-0.000893398
24386.6406,-58469301.13,0.0002549,1.860462156,-0.000736105
941.7634368,-29527043.45,2.00E-07,0.041260455,-0.000500258
24631.90894,-38664577.99,0.000255,1.86058737,-0.000400332
10232.19554,-52459836.13,0.0002547,1.841943156,-0.00063445
17541.89596,-82928935.52,0.0002548,1.851494797,-0.001150775
21610.62325,-52182474.06,0.0002549,1.85679071,-0.000629549
10879.82371,-32063904.34,0.0002548,1.84312299,-0.000288656
27910.82533,-25577332.79,0.0002549,1.864890778,-0.000178614
11864.8299,-38527145.68,0.0002549,1.844360785,-0.000398102
12945.84082,-53148917.69,0.0002548,1.845719223,-0.000646029
24425.37032,-116045864.4,0.0002549,1.859961826,-0.001711979
17153.16512,-74501910.81,0.0002549,1.851006303,-0.001007844
15881.0703,-99332570.98,0.0002544,1.847211742,-0.001429203
31630.45513,-94751536.32,0.0002549,1.869382002,-0.001351058
8570.790555,-65566370.37,0.0001643,1.281156373,-0.000946994
19106.26868,-36149925.14,0.0002549,1.853643645,-0.000357811
29212.24088,-57014685.53,0.0002549,1.866526185,-0.000711451
8228.269444,-115731216.7,4.40E-06,0.246409948,-0.001957146
16409.17908,-33539155.37,0.0002549,1.850254383,-0.00031356
23957.53054,-32899592.97,0.000255,1.859739921,-0.00030262
2429.405603,-99793611.32,5.00E-07,0.079363881,-0.001690917
25393.96966,-117381050.8,0.0002548,1.861179003,-0.001734709
23792.65715,-97770493.75,0.0002549,1.859349735,-0.001402227
20554.63287,-111068174.7,0.0002548,1.854914713,-0.001627711
23814.8061,-69478145.61,0.0002549,1.859560568,-0.000922696
7075.940707,-76740452.04,4.70E-06,0.244778889,-0.001295986
26156.5719,-26373168.79,0.000255,1.862503318,-0.000192003
19172.217,-17538825.73,0.000255,1.853726518,-4.22682E-05
11427.73382,-47003018.15,0.0002548,1.843811514,-0.000541861
12872.15259,-115761710.5,1.21E-05,0.394436624,-0.001949963
5299.064307,-7606477.116,0.0002548,1.836110001,0.000125877
16389.02058,-38156961.91,0.0002549,1.850229051,-0.000391828
26513.2765,-55081049.48,0.000255,1.862951566,-0.000678577
2026.951343,-11806994.49,0.0001783,1.308069142,-2.18186E-05
10838.63464,-12833775.96,0.0002549,1.84325423,3.73784E-05
27569.87237,-91856689.67,0.0002549,1.864279323,-0.001301993
31624.59053,-79592379.65,0.000255,1.869374633,-0.001094023
24727.21619,-112754077,0.0002548,1.860524136,-0.001656286
22867.84622,-75946365.56,0.0002548,1.858370583,-0.001032427
7248.938006,-34775258.06,0.0002546,1.836913284,-0.000334811
22255.32818,-85732437.14,0.0002549,1.85760087,-0.001198192
644.5127482,-35418907.55,1.00E-07,0.027710919,-0.00060022
8284.269825,-93007298.23,5.40E-06,0.26752532,-0.001570995
8751.992022,-100256147.8,5.40E-06,0.275433078,-0.001693857
7985.53065,-114839075.5,4.10E-06,0.240248914,-0.001942325
4452.947813,-52070933.95,2.90E-06,0.175053739,-0.000879658
30329.60762,-71672162.77,0.000255,1.867930309,-0.000959782
24269.06552,-1052443.595,0.0002549,1.860314407,0.000237062
12381.60365,-5562051.514,0.0002549,1.845193182,0.000160628
18889.01073,-13209507.55,0.000255,1.853370631,3.111E-05
273.5319637,-53943202.4,1.00E-07,0.01278773,-0.000914192
20971.33857,-45556520.98,0.0002549,1.855987361,-0.000517244
4552.327567,-107318708.4,1.40E-06,0.142055624,-0.001817561
9462.838991,-74117879.67,0.0001318,1.088846354,-0.001124435
11362.02628,-55603219.28,0.0002548,1.843545943,-0.000687627
22318.91702,-13064782.13,0.000255,1.857863778,3.3563E-05
19565.90736,-117413086.7,0.0002546,1.853123244,-0.001735452
22081.66076,-71722514.83,0.0002549,1.857382633,-0.000960736
5714.103604,-103026542,2.40E-06,0.179566554,-0.001743813
18048.67767,-20520800.15,0.0002549,1.852314637,-9.29102E-05
22628.0081,-32822225.6,0.000255,1.858069194,-0.000301309
2849.246851,-103591223.9,8.00E-07,0.091237469,-0.001754983
29432.08966,-90612209.36,0.0002549,1.866619455,-0.0012809
20722.84116,-5909322.129,0.0002549,1.85585809,0.000154742
23619.11721,-20019946.45,0.000255,1.859314658,-8.43211E-05
17379.46649,-78060664.92,0.0002548,1.851107682,-0.001068262
1096.854615,-86416330.67,1.00E-07,0.039259348,-0.001464584
10107.18505,-59238095.48,0.0002542,1.838858063,-0.000749836
13498.29668,-56180307.4,0.0002548,1.84641346,-0.000697409
16759.4198,-42476695.76,0.0002549,1.850694508,-0.000465044
4435.995588,-22285092.21,2.50E-04,1.804098436,-0.000127613
27936.53298,-43715662.72,0.000255,1.864923083,-0.000485943
26377.78779,-68031934.44,0.0002549,1.862964306,-0.000898184
1138.692148,-109879646.3,1.00E-07,0.038396923,-0.001862267
17598.16966,-61223312.64,0.0002548,1.851748512,-0.000782883
9042.728775,-82158168.7,1.35E-05,0.346436428,-0.001379011
14434.94442,-27678752.16,0.0002549,1.847773486,-0.000214231
1610.305818,-3198766.406,2.35E-04,1.69568857,0.000180984
21672.12524,-106975467.6,0.0002548,1.856501996,-0.001558344
6632.350623,-76436193.29,3.80E-06,0.228117458,-0.001291729
16046.94036,-17180122.34,0.0002549,1.84979918,-3.62885E-05
10292.72741,-88884607.61,2.46E-05,0.435847223,-0.001481919
11256.04616,-92346740.51,5.57E-05,0.642200765,-0.001509499
6624.569778,-85763827.88,3.70E-06,0.22023868,-0.001449924
30486.04699,-93480695.74,0.0002549,1.867943897,-0.001329519
6296.906333,-83049122.06,3.40E-06,0.211591926,-0.001404212
26018.28624,-42592583.64,0.000255,1.862512543,-0.000466908
8042.115626,-45795645.23,0.0002538,1.833335021,-0.000522397
13381.92268,-36245800.08,0.0002549,1.84645022,-0.000359436
26993.99973,-50553131.11,0.000255,1.86373866,-0.000601833
17972.45029,-15040392.67,0.0002549,1.852401847,-2.19097E-08
2592.907606,-2724641.444,0.0002536,1.824657344,0.00020742
267.9358971,-37976552.93,1.00E-07,0.012963698,-0.00064357
8377.257579,-70820373.69,4.87E-05,0.555867172,-0.001151645
20491.55099,-63551247.93,0.0002549,1.855384442,-0.00082224
11334.41371,-68573526.87,0.0002542,1.840034244,-0.000908063
9771.858382,-96482169.48,7.60E-06,0.314046679,-0.001627691
19238.00757,-77113506.67,0.0002548,1.853809193,-0.001052209
25692.03703,-103696687.2,0.0002548,1.861736566,-0.001502771
8125.794115,-104829973,4.70E-06,0.252320174,-0.001772079
21737.29036,-3495537.275,0.0002549,1.856949885,0.000195654
24380.15743,-57060017.96,0.0002549,1.860454009,-0.000712219
12483.06168,-40824105.89,0.0002549,1.845137678,-0.000437034
2115.710299,-78857094.18,4.00E-07,0.07421168,-0.001336161
11767.35399,-73254074.67,0.0002538,1.838931293,-0.000987794
6484.314458,-95476546.03,3.10E-06,0.20835043,-0.001615147
14018.34769,-73147025.61,0.0002548,1.846883975,-0.00098498
13479.02156,-18648685.8,0.0002549,1.846572238,-6.11794E-05
20662.29957,-68072116.97,0.0002549,1.855599011,-0.000898865
27425.07194,-106886456.4,0.0002549,1.864097362,-0.001556735
975.5007481,-87577065.62,1.00E-07,0.03526385,-0.001484257
29981.43251,-52558385.72,0.0002549,1.867309779,-0.00063592
10936.50313,-61403928.83,0.0002547,1.841913215,-0.000786045
12934.77914,-53987834.3,0.0002548,1.845705323,-0.000660248
27943.76731,-46631931.19,0.0002549,1.864932174,-0.000535472
25981.66411,-72305324.84,0.0002549,1.862283522,-0.000970614
29816.32113,-9012918.792,0.0002549,1.867285294,0.000102139
2718.117768,-90418787.29,8.00E-07,0.090523688,-0.001531722
5551.654516,-17465665.54,0.0002548,1.836061415,-4.12282E-05
9302.286683,-36687301.01,0.0002548,1.841140598,-0.000367019
21821.73285,-59164873.04,0.0002549,1.857055998,-0.000747894
405.1625862,-71232707.04,1.00E-07,0.016796142,-0.001207234
29485.25113,-51321161.91,0.0002549,1.866869259,-0.00061495
20487.82832,-1900536.274,0.0002549,1.855562764,0.000222688
30741.06963,-62572087.94,0.0002549,1.868264367,-0.000805644
5056.196862,-104771229.8,1.80E-06,0.158426804,-0.001773984
29607.64834,-93293769.89,0.0002549,1.866840068,-0.00132635
28523.45892,-47212701.93,0.0002549,1.865660636,-0.000545315
23666.20288,-80084813.66,0.0002548,1.859373828,-0.00110257
1247.392965,-97714194.69,1.00E-07,0.04255952,-0.001656073
781.8869679,-48372992.06,1.00E-07,0.032092548,-0.000819781
24997.8269,-60478797.02,0.0002549,1.861230196,-0.000770164
30855.96296,-112818208.8,0.0002549,1.868225747,-0.001657273
10435.79661,-30407264.02,0.0002548,1.842565009,-0.000260577
3680.126132,-37420239.39,1.43E-05,0.232276583,-0.000619941
871.3430029,-8770650.671,4.92E-05,0.386309962,-9.94551E-05
22008.79412,-20426835.46,0.000255,1.857291066,-9.12176E-05
4725.813034,-55335339.77,3.10E-06,0.181069632,-0.000934787
10096.40243,-35526145.46,0.0002548,1.842138513,-0.000347338
25035.28156,-39869313.02,0.000255,1.861094263,-0.000420751
19520.40978,-48094010.29,0.0002549,1.85416407,-0.000560253
16965.98447,-598257.9069,0.0002549,1.851137085,0.00024476
10583.62642,-64594192.53,0.0002538,1.837260777,-0.000841017
17336.8956,-2362727.706,0.000255,1.851420186,0.000214954
22985.90453,-98912375.88,0.0002548,1.85833594,-0.001421681
30981.82607,-11875770.79,0.0002549,1.868566911,5.36157E-05
29226.37591,-28798502.66,0.0002549,1.866360947,-0.00023321
20389.43746,-7479046.243,0.000255,1.855256123,0.000128237
24366.3178,-110923790.2,0.0002548,1.860070618,-0.001625264
12367.19115,-76064107.38,0.0002543,1.841149071,-0.001034922
15340.0933,-3611518.352,0.0002549,1.84909393,0.000193688
25838.15925,-77740547.5,0.0002549,1.862103189,-0.001062736
18310.86708,-36575319,0.0002549,1.852644114,-0.000365021
12746.0981,-37288568.09,0.0002549,1.845651219,-0.00037711
3519.507854,-88354265.36,1.10E-06,0.117333744,-0.00149643
31873.29559,-73988861.12,0.0002549,1.869870165,-0.000999148
30543.30533,-97267874.16,0.0002549,1.868015849,-0.001393708
13392.23893,-36994153.43,0.0002549,1.846280184,-0.00037212
19395.33314,-75780571.91,0.0002548,1.853823894,-0.001029616
24478.8153,-17082264.29,0.0002549,1.860577987,-3.46299E-05
31131.54091,-24740172.2,0.0002549,1.868755048,-0.000164425
2266.059345,-95571402.3,5.00E-07,0.075132614,-0.001619354
6637.372176,-105701007.6,3.10E-06,0.206163768,-0.001788443
30160.09163,-11081095.8,0.000255,1.867534289,6.71848E-05
24843.00686,-59457319.45,0.0002549,1.861035643,-0.000752851
11317.38557,-81416109.86,0.0002279,1.683547846,-0.001152034
24162.13887,-116103146.7,0.0002548,1.859631039,-0.00171305
9507.553079,-2478948.101,0.0002549,1.841581544,0.000212884
14729.07635,-55812841.48,0.0002548,1.847960103,-0.00069118
1764.50106,-76346385.16,4.00E-07,0.062607337,-0.001293607
10167.80317,-55352370.83,0.0002547,1.841130238,-0.000683476
31158.38078,-112087304.2,0.0002549,1.868788776,-0.001644885
31468.70009,-115724831.9,0.0002549,1.868995735,-0.001706538
12525.33871,-6612375.565,0.0002549,1.845373805,0.000142826
15434.4102,-45678985.23,0.0002549,1.849029452,-0.00051932
23707.65797,-117207056.9,0.0002548,1.859059922,-0.00173176
31700.50559,-19978269.03,0.000255,1.86965303,-8.36147E-05
2984.690461,-114418403.4,8.00E-07,0.092322673,-0.001938495
20869.22487,-56124500.16,0.0002549,1.855676041,-0.000696363
