h,T,lambda,M,s
10041.31706,-17201044.89,0.0002549,1.842069291,-3.66431E-05
5725.256865,-55519644.04,1.16E-05,0.26632257,-0.000929411
10425.77726,-23413908.04,0.0002549,1.842735418,-0.000141946
7147.363495,-90848523.03,4.00E-06,0.232790642,-0.001535805
7767.570991,-68767854.93,2.54E-05,0.399551018,-0.001140157
2896.215584,-67814389.48,8.00E-07,0.104106492,-0.001148596
204.112276,-109698759.8,1.00E-07,0.010321495,-0.001859201
15315.43162,-98689695.66,0.0002539,1.843572939,-0.001418807
5479.83692,-108498162.6,2.10E-06,0.169390166,-0.001836852
28390.99599,-54305247.5,0.000255,1.865494178,-0.000665428
19650.74518,-111285114.8,0.0002548,1.853778855,-0.001631388
7030.066926,-91453735.72,3.70E-06,0.228617243,-0.001546363
22488.35238,-9735497.158,0.0002549,1.858076697,8.98916E-05
2529.545618,-90999605.6,8.00E-07,0.084796721,-0.001541566
21495.56927,-9685114.478,0.0002549,1.856829129,9.07455E-05
24731.14695,-2328926.456,0.0002549,1.860895076,0.000215427
1045.359342,-117801181.7,1.00E-07,0.034619637,-0.00199653
17919.36288,-26175018.54,0.0002549,1.852152136,-0.000188744
16230.5134,-62781.72729,0.0002549,1.850212865,0.000253836
19880.87344,-1893085.969,0.0002549,1.854800042,0.000222814
14993.31813,-7975022.255,0.0002549,1.848475159,0.00011973
2666.440956,-102507265.7,8.00E-07,0.085883749,-0.001736611
13001.30224,-27129930.79,0.0002549,1.845971918,-0.000204929
949.2307277,-103139279.9,1.00E-07,0.032851839,-0.001748023
28565.58608,-57770385.63,0.000255,1.865713574,-0.000724159
2450.793503,-18345355.17,1.21E-04,0.923020758,-0.000190238
19788.64364,-109283821.5,0.0002548,1.853952143,-0.001597468
10203.59024,-114439964.2,6.80E-06,0.30598821,-0.00193286
9695.801498,-101352809.8,6.90E-06,0.304435104,-0.001710944
12154.90579,-45484832.45,0.0002548,1.844725305,-0.000516129
5709.359771,-47424837.53,8.02E-05,0.711724593,-0.000723611
30477.13675,-32541156.2,0.0002549,1.8679327,-0.000296645
21023.93796,-68887665.27,0.0002549,1.85587046,-0.000912688
5897.477216,-72699473.08,3.10E-06,0.205965988,-0.001229094
7656.132478,-11750558.13,0.0002549,1.83907198,5.5738E-05
12821.33269,-75484002.32,0.0002546,1.843915762,-0.00102479
27158.73925,-6461945.692,0.000255,1.863762678,0.000145475
17524.61387,-111508773,0.0002543,1.848545079,-0.001635679
30812.71205,-20406495.72,0.0002549,1.868354396,-9.09728E-05
31092.74943,-63077088.19,0.0002549,1.868706301,-0.000814203
3323.002728,-51884916.83,1.40E-06,0.126785808,-0.000878005
27243.74855,-55056542.18,0.000255,1.863869504,-0.000678162
21984.59156,-79566832.35,0.0002549,1.857077653,-0.00109369
16149.21513,-430702.3157,0.0002549,1.850110702,0.0002476
20688.60473,-6770515.615,0.0002549,1.855815067,0.000140145
5952.698063,-95772274.12,2.70E-06,0.191578381,-0.001620559
616.7436635,-4815424.828,7.51E-05,0.560206023,-6.51737E-06
16126.95637,-107287037.4,0.0002526,1.837638731,-0.001565824
5559.354237,-32546305.85,0.0002478,1.792517091,-0.000303832
14237.68042,-60058284.51,0.0002548,1.847342597,-0.000763137
7822.768765,-56194717.34,0.0002163,1.599368381,-0.000736153
9867.739206,-28407572.57,0.0002548,1.841851167,-0.000226684
2797.840573,-110452267.3,8.00E-07,0.08806187,-0.001871272
13654.0387,-87902358.14,0.0002535,1.839289171,-0.00123637
5490.283687,-111246600.3,2.10E-06,0.168305294,-0.001883436
21430.09898,-64333680.01,0.0002549,1.856563857,-0.000835501
1897.496191,-9750861.045,0.0001935,1.412216464,2.82312E-05
25860.00091,-92405574.7,0.0002549,1.862130636,-0.001311296
18420.08573,-102811752.3,0.0002547,1.852232362,-0.001487872
22346.53672,-14805878.04,0.000255,1.857898486,4.05291E-06
17925.243,-54817772.73,0.0002548,1.851976525,-0.000674315
13171.31207,-20784392.72,0.0002549,1.846185559,-9.73778E-05
21134.8525,-82729791.98,0.0002549,1.856192839,-0.0011473
16327.3608,-73473095.17,0.0002548,1.849968567,-0.000990507
29988.31197,-52148353.63,0.0002549,1.867501424,-0.00062897
4528.425772,-3330104.825,0.0002548,1.835141588,0.000198358
13290.52281,-74631154.09,0.0002548,1.845603364,-0.001010135
24899.53461,-99760426.93,0.0002549,1.860740678,-0.001435955
14516.7123,-105639138.7,0.0002214,1.652615239,-0.001569094
3605.398751,-94532263.08,1.10E-06,0.117624678,-0.001601142
13700.308,-28276911.87,0.0002549,1.846850315,-0.00022437
8624.627781,-1259253.502,0.0002549,1.840472027,0.000233557
23315.89118,-101165297.8,0.0002548,1.858750613,-0.001459866
13189.13615,-28133033.73,0.0002549,1.846024957,-0.000221931
19229.41635,-49612114.69,0.0002549,1.853798397,-0.000585983
23462.77177,-8714747.711,0.0002549,1.859118189,0.000107192
14787.43211,-29645226.02,0.0002549,1.848216435,-0.000247561
16827.38766,-11496465.43,0.0002549,1.850962919,6.00447E-05
5631.014713,-49549529.79,4.18E-05,0.462197142,-0.000798023
15925.30919,-10664295.31,0.0002549,1.849646334,7.41492E-05
22822.54243,-45603275.02,0.0002549,1.858313653,-0.000518037
19798.14924,-79194186.86,0.0002548,1.854330088,-0.001087474
2612.728894,-72874755.62,8.00E-07,0.092587252,-0.001234365
1291.121524,-27303034.14,9.00E-07,0.059084471,-0.000461863
15592.87209,-97044237.78,0.0002544,1.846849581,-0.001390418
25465.29907,-1521536.472,0.0002549,1.861634639,0.000229111
25611.20622,-23223316.63,0.000255,1.861817991,-0.000138616
21607.62662,-75529457.51,0.0002549,1.856786944,-0.00102526
31236.31754,-8838358.233,0.0002549,1.868886714,0.000105097
25906.95813,-16269987.91,0.0002549,1.862189644,-2.08625E-05
11633.32254,-43212673.27,0.0002548,1.844069864,-0.000477618
22954.33135,-82140606.18,0.0002549,1.858296263,-0.001137314
228.8823972,-26286746.61,1.00E-07,0.011633622,-0.000445438
9999.879461,-118911283.5,6.40E-06,0.296033219,-0.002009045
77.58950939,-90964434.97,1.00E-07,0.005770502,-0.00154167
29585.4584,-91971858.53,0.0002549,1.866812184,-0.001303945
6320.114921,-73923044.2,3.80E-06,0.220039091,-0.001249133
12424.54318,-69587721.23,0.0002547,1.844332141,-0.000924753
8719.604491,-185345.8429,0.0002549,1.840591378,0.000251759
6670.779265,-20397785.03,0.0002548,1.837833748,-9.09252E-05
2542.838807,-9034961.512,2.45E-04,1.763472425,9.14651E-05
14148.26828,-64440145.84,0.0002548,1.847230238,-0.000837406
22560.53909,-55496493.7,0.0002549,1.85816741,-0.000685719
5377.244553,-26212779.75,0.0002533,1.826509245,-0.000190984
17981.05828,-113455979.7,0.0002544,1.850033664,-0.001668583
5290.109458,-14249376.28,0.0002548,1.835915748,1.32851E-05
19731.51497,-64002354.57,0.0002549,1.854429353,-0.000829886
12828.07193,-112787176.5,1.46E-05,0.409021231,-0.001897047
23104.84837,-60526987.31,0.0002549,1.858668409,-0.000770981
5290.353033,-61962999.99,3.00E-06,0.194589054,-0.00104722
20560.33754,-85559455.04,0.0002549,1.855287882,-0.00119526
6911.142972,-102098196.5,3.40E-06,0.217304798,-0.001727078
3756.544258,-106456647.7,1.10E-06,0.117814613,-0.00180325
28549.47355,-94830682.05,0.0002549,1.865510327,-0.0013524
13705.46032,-34570205.69,0.0002548,1.846856789,-0.000331136
4066.181466,-79527812.77,1.40E-06,0.139065714,-0.001346529
23741.88255,-96908459.51,0.0002548,1.85928593,-0.001387716
5219.911648,-50377493.63,1.42E-05,0.272458534,-0.000839656
334.8331341,-55396723.52,1.00E-07,0.015060764,-0.000938828
31829.3602,-119003002.8,0.0002549,1.869631954,-0.0017621
26631.9893,-45168053.97,0.000255,1.863283745,-0.00051056
3907.706803,-57807704.45,1.70E-06,0.145088569,-0.000978092
10024.37249,-98384576.38,8.00E-06,0.320036998,-0.001659535
24859.17725,-56679717.02,0.0002549,1.860872963,-0.000705773
10893.54016,-103762548.7,8.90E-06,0.342906226,-0.001749787
15666.13062,-75960426.95,0.0002548,1.84895464,-0.001032665
7282.214195,-32144821.52,0.0002548,1.8378701,-0.000290027
24963.96849,-101291371.1,0.0002548,1.861004648,-0.001462003
13091.28958,-10784136.59,0.0002549,1.846085,7.2118E-05
8075.255495,-85043991.27,5.70E-06,0.269824665,-0.001435724
9733.35819,-63464669.24,0.0002502,1.814598299,-0.000825472
4971.513867,-18102759.46,0.0002545,1.833319389,-5.23264E-05
5068.663323,-15956084.21,0.0002548,1.83490547,-1.56421E-05
27642.38733,-75737204.93,0.0002549,1.864370448,-0.001028781
102.9970202,-102662745.4,1.00E-07,0.00726643,-0.001739947
3068.773883,-37747139.4,3.30E-06,0.139093335,-0.000636482
27474.65092,-26479178.23,0.0002549,1.864342665,-0.0001939
27626.59569,-94218299.64,0.0002549,1.864350604,-0.00134202
28929.52593,-3041683.734,0.0002549,1.865987914,0.000203346
31150.33267,-40705230.48,0.000255,1.868778663,-0.000434919
12967.96528,-100901098.5,0.0001227,1.063239026,-0.001587488
29310.93761,-9893773.335,0.000255,1.866467211,8.73089E-05
1827.232902,-49691152.21,4.00E-07,0.071287169,-0.000841823
10457.83536,-95075770.58,1.19E-05,0.356998703,-0.001599554
22079.76767,-114527719.3,0.0002548,1.857014254,-0.001686348
23201.72921,-40097697.75,0.000255,1.858790153,-0.000424622
29034.09305,-71031979.67,0.000255,1.866119317,-0.000948932
23295.42224,-15901827.95,0.000255,1.859090891,-1.45225E-05
6771.422275,-54786929.06,0.0001005,0.85964222,-0.000828092
13914.906,-41445691.7,0.0002549,1.846936987,-0.000447569
8745.331731,-38357870.97,0.0002548,1.840257708,-0.000395333
5008.732468,-112630388.7,1.80E-06,0.153060159,-0.00190719
5469.540697,-107331593.8,2.10E-06,0.169743228,-0.00181708
2309.089896,-70542021.93,4.00E-07,0.083238688,-0.001195227
3996.157111,-11288689.9,0.0002544,1.831727719,6.30663E-05
12374.22144,-56210749.25,0.0002548,1.844817905,-0.000697925
7753.986925,-115103812.6,4.10E-06,0.233003947,-0.001946812
14807.63759,-14984875.39,0.0002549,1.848241826,9.19061E-07
26048.48514,-102458585.8,0.0002549,1.862367492,-0.001481686
19404.43693,-83478712.79,0.0002548,1.853652335,-0.001160093
24353.83639,-84932640.49,0.0002549,1.860237933,-0.001184636
713.4056135,-16338761.57,3.30E-06,0.055613492,-0.000273628
21167.49087,-58314110.98,0.0002549,1.856233854,-0.000733475
13824.83215,-92319372.67,0.0002515,1.829072796,-0.001313235
4815.241386,-85695382.41,2.10E-06,0.160686011,-0.001450364
16649.65066,-64284051.29,0.0002548,1.850556568,-0.00083476
12455.40284,-62090068.48,0.0002548,1.844919921,-0.000797574
29875.07422,-31489307.71,0.0002549,1.867359125,-0.000278817
420.4488148,-70114267.83,1.00E-07,0.017364352,-0.001188277
9757.111234,-95229430.57,7.70E-06,0.315858148,-0.001606358
18584.00619,-82836468.51,0.0002548,1.852804351,-0.001149208
21228.1403,-8133429.544,0.0002549,1.856493068,0.000117045
27823.18723,-40581051.24,0.000255,1.864780648,-0.000432814
27472.48993,-119421409.9,0.0002548,1.863790949,-0.001769292
16159.92381,-80228614.82,0.0002548,1.849575159,-0.001105007
5203.515906,-63250729.64,2.90E-06,0.189538931,-0.001069146
20576.09697,-73325830,0.0002549,1.855307686,-0.000987911
19551.46373,-17595457.11,0.000255,1.854203094,-4.32281E-05
28589.31701,-18833419.36,0.0002549,1.865560395,-6.43105E-05
24391.01144,-90800971.8,0.0002549,1.860101649,-0.0012841
22428.33284,-118324352.7,0.0002548,1.857269274,-0.001750698
6255.237027,-11036963.32,0.0002548,1.837494563,6.77328E-05
27740.80335,-13814840.37,0.0002549,1.864494122,2.07502E-05
3664.257112,-74576400.66,1.40E-06,0.128312641,-0.001262607
29973.2146,-117984315,0.0002549,1.867116452,-0.001744834
6152.958284,-23917631.61,0.0002547,1.836451035,-0.000150684
15811.93487,-87179306.58,0.0002548,1.848954863,-0.001222815
8155.350892,-12308974.69,0.0002549,1.839882316,4.62733E-05
22505.44451,-101048234.3,0.0002548,1.857549176,-0.001457882
2808.819953,-63615081.85,8.00E-07,0.102715667,-0.001077422
27081.49845,-29816303.05,0.000255,1.863665615,-0.000250361
18498.10757,-34129663.83,0.0002549,1.852879408,-0.000323569
11726.96258,-110009094.6,1.00E-05,0.361155536,-0.001854561
6424.312667,-41624365.78,0.0002413,1.751331029,-0.000464198
19702.79774,-57308827.71,0.0002549,1.854210266,-0.000716436
5528.697535,-58287993.37,5.10E-06,0.217214566,-0.000982832
27028.66972,-46988423.27,0.000255,1.863782228,-0.000541414
26311.60157,-62924613.82,0.0002549,1.862698134,-0.000811619
27400.10738,-89952641.61,0.0002549,1.86406599,-0.001269721
1806.405212,-73361745.39,4.00E-07,0.064855996,-0.001243019
11745.56684,-7552754.118,0.0002549,1.844393915,0.000126887
4931.088933,-71858561.05,2.40E-06,0.172726589,-0.001215542
28237.4042,-13724691.01,0.0002549,1.865301169,2.22781E-05
2478.483139,-69161774.63,8.00E-07,0.088941554,-0.001171433
3960.173668,-98445732.84,1.10E-06,0.127403501,-0.001667472
5538.624183,-103482957.8,2.40E-06,0.17367304,-0.001751548
24666.24686,-107168515.5,0.0002548,1.86044752,-0.001561616
25494.12504,-74717506.2,0.0002549,1.861670862,-0.001011498
30289.5243,-894472.6111,0.0002549,1.867696939,0.000239739
11432.59632,-22503069.33,0.0002549,1.844000624,-0.000126508
16287.72762,-35677660.02,0.0002549,1.850101762,-0.000349806
8893.340836,-27313515.59,0.0002549,1.840626702,-0.000208041
5200.113892,-94398221.32,2.10E-06,0.168306656,-0.00159787
28562.12109,-31755384.88,0.000255,1.86570922,-0.000283227
17199.8729,-53040404.06,0.0002549,1.851247998,-0.00064409
26449.90903,-81844603.73,0.0002549,1.862871936,-0.001132297
17141.14685,-69885897.22,0.0002549,1.8509912,-0.000929607
17019.29738,-90524851.23,0.0002548,1.85065508,-0.00127952
14471.68458,-67895454.62,0.0002549,1.847453655,-0.00089587
16348.18798,-1272940.425,0.0002549,1.850360739,0.000233325
28987.59748,-38495929.57,0.000255,1.866060889,-0.000397473
16358.86283,-84311037.6,0.0002548,1.849825153,-0.001174201
8984.482847,-18952811.89,0.0002549,1.840924234,-6.63341E-05
16463.97933,-105573310.3,0.000254,1.846114247,-0.001535378
2493.678047,-94112271.43,5.00E-07,0.082555648,-0.001594623
9489.621607,-57446824.95,0.0002536,1.83423901,-0.000720075
4715.306203,-34523995.31,0.0001735,1.304676429,-0.000411652
26194.17416,-82472654.12,0.0002549,1.86255057,-0.001142942
5838.586412,-98515910.62,2.70E-06,0.185944984,-0.001667061
15474.91893,-84614266.94,0.0002548,1.848531357,-0.00117934
26962.89014,-33330535.88,0.000255,1.863516567,-0.000309924
19334.17183,-24481650.47,0.0002549,1.854113037,-0.000160043
7044.922622,-83561679.55,4.00E-06,0.235955911,-0.0014123
22189.3615,-8458550.897,0.0002549,1.857700974,0.000111535
29413.35731,-67322444.75,0.000255,1.866595915,-0.000886058
25765.35888,-80542951.9,0.0002549,1.862011705,-0.001110235
30121.50022,-74430592.12,0.000255,1.867485794,-0.001006535
6795.061043,-91377557.66,3.70E-06,0.221367926,-0.001545072
29267.49552,-95045933.19,0.0002549,1.86641262,-0.001356048
19771.72692,-114682339.5,0.0002547,1.853564885,-0.001689068
23854.18492,-99377421.02,0.0002549,1.859427053,-0.001429463
12232.5113,-99452618.43,5.87E-05,0.672524827,-0.001626938
26599.73151,-27082257.89,0.000255,1.863060208,-0.000204021
4335.231152,-41883208.45,1.89E-05,0.282326812,-0.000690985
17890.84047,-22449286.41,0.0002549,1.852116293,-0.000125596
28594.67397,-43312703.81,0.000255,1.865750127,-0.000479114
5643.528769,-12353898.04,0.0002549,1.836542867,4.55119E-05
12652.07348,-73799863.05,0.0002546,1.844069064,-0.000996245
2312.696506,-52233290.65,7.00E-07,0.08873322,-0.00088461
2326.519756,-36628758.88,1.10E-06,0.097900591,-0.000619726
31213.26024,-482838.3263,0.0002549,1.86885774,0.000246716
26981.5112,-75555490.28,0.0002549,1.863539967,-0.001025702
26858.58011,-54533763.41,0.000255,1.863385487,-0.000669301
16524.67559,-85707004.73,0.0002548,1.84985052,-0.001197861
2368.917139,-101004610.4,5.00E-07,0.077091869,-0.001711443
3180.841669,-28635118.13,4.93E-05,0.455458164,-0.000436041
18159.19095,-50724699.78,0.0002549,1.852270512,-0.000604841
19854.84072,-110488303.1,0.0002547,1.854035329,-0.001617983
18555.35123,-6205070.371,0.000255,1.852951342,0.000149829
1736.585268,-88110629.08,4.00E-07,0.059644257,-0.001493
21486.96039,-100423664.4,0.0002548,1.856452311,-0.001447296
19534.30576,-11685899.53,0.000255,1.854181533,5.69339E-05
17322.59669,-48417138.74,0.0002549,1.851402217,-0.000565729
12507.11464,-19528581.16,0.0002549,1.845350904,-7.60929E-05
364.2042622,-1647334.752,9.21E-05,0.673165673,6.41791E-05
6557.55218,-35027133.91,0.0002536,1.829639463,-0.00034008
5670.033972,-39475000.11,0.0002136,1.571775175,-0.000455468
6354.566481,-87492423.46,3.40E-06,0.210200384,-0.001479522
15833.14739,-98181977.74,0.0002544,1.84751752,-0.001409701
27798.31249,-25138403.77,0.0002549,1.86474939,-0.000171175
26456.16591,-28468018.91,0.000255,1.862879799,-0.000227509
11073.30348,-6918497.961,0.0002549,1.843549124,0.000137637
29232.59651,-8019506.882,0.000255,1.866368764,0.000119076
1147.024166,-32382765.04,5.00E-07,0.049204393,-0.00054836
5083.856655,-75656123.43,2.40E-06,0.176029563,-0.001279907
15794.30114,-32476554.63,0.0002549,1.849481704,-0.00029555
6091.759876,-12841005.34,0.0002549,1.837106131,3.72558E-05
24830.12558,-115268602.7,0.0002548,1.860653456,-0.001698905
16928.33879,-29486046.52,0.0002549,1.850906778,-0.000244864
22896.64836,-13868356.72,0.0002549,1.858589777,1.98431E-05
22417.90451,-68436711.97,0.0002549,1.85780517,-0.000905044
12817.23824,-27700593.09,0.0002549,1.845740617,-0.000214602
10267.5068,-62027213.75,0.0002539,1.83704653,-0.000797409
23196.06117,-105656625.7,0.0002548,1.85860003,-0.00153599
27371.88059,-83618830.91,0.0002549,1.86403052,-0.001162368
7803.450867,-48222696.33,0.000251,1.816199106,-0.000566334
1602.77112,-36731156.6,5.00E-07,0.066613102,-0.000622062
30198.664,-35786795.35,0.000255,1.86776576,-0.000351556
25201.23285,-115616945.1,0.0002549,1.860936803,-0.001704709
11665.86271,-40159471.22,0.0002549,1.844110755,-0.000425769
16023.18793,-50118193.27,0.0002549,1.849769332,-0.000594561
30181.20404,-60257303.36,0.0002549,1.86756082,-0.00076641
21156.15227,-78326901.04,0.0002548,1.856036605,-0.001072775
20185.84566,-40046487.78,0.0002549,1.855000282,-0.000423854
16173.41989,-99940991.65,0.0002545,1.848311119,-0.001439415
28107.87729,-60131901.31,0.000255,1.8649554,-0.000764185
18761.87747,-88427342.15,0.0002548,1.853027871,-0.001243969
25942.12502,-107229824.4,0.0002549,1.862050836,-0.001562555
7185.504129,-26308600.76,0.0002548,1.838297571,-0.000191108
30835.342,-16170494.24,0.000255,1.868382834,-1.90762E-05
16156.83743,-76775663.17,0.0002548,1.849754281,-0.001046482
2276.795237,-14095042.12,1.76E-04,1.292462105,-6.3299E-05
6347.94547,-70583614.6,4.00E-06,0.225198064,-0.001192332
11529.75281,-76684667.61,0.0002507,1.819051715,-0.00104904
18942.11648,-26758362.18,0.0002549,1.853437366,-0.000198632
7564.561152,-31104738.54,0.0002548,1.838590908,-0.000272399
20678.29005,-53480256.56,0.0002549,1.855619106,-0.000651545
3544.88785,-46373091.57,1.90E-06,0.141521637,-0.000784085
13520.20066,-90684959.57,0.0002512,1.825212985,-0.001285833
19116.442,-8340965.636,0.000255,1.853656429,0.000113628
3529.216497,-103784192,1.10E-06,0.112404944,-0.001757954
731.705738,-69636402.73,1.00E-07,0.028186489,-0.001180178
26168.68005,-28760973.5,0.000255,1.862518533,-0.000232474
31862.64113,-116739658,0.0002548,1.869673776,-0.001723838
21127.27784,-52045516.89,0.0002549,1.85618332,-0.000627227
17044.76949,-39058606.32,0.0002549,1.851053089,-0.00040711
25298.45998,-23192028.52,0.000255,1.861424982,-0.000138085
30378.91851,-53326298.9,0.0002549,1.867809275,-0.000648936
31273.93015,-59714001.17,0.0002549,1.86893398,-0.000757202
27200.39651,-66843243.61,0.0002549,1.863815026,-0.000878036
22713.29445,-76820021.36,0.0002549,1.857993368,-0.001047134
4361.309948,-18019908.22,2.53E-04,1.825415584,-5.21222E-05
13662.41015,-37065540.28,0.0002549,1.846802691,-0.000373329
30031.8756,-53179032,0.0002549,1.867373168,-0.00064644
23983.19884,-116261195.3,0.0002548,1.859406177,-0.001715729
21646.87376,-71513649.3,0.0002548,1.856653264,-0.000957296
11500.267,-28045664.84,0.0002549,1.844085662,-0.00022045
758.6013101,-8683814.009,3.86E-05,0.306929287,-0.000108583
25271.41498,-109595157,0.0002548,1.861207997,-0.001602745
5998.073693,-94778502.35,2.70E-06,0.193282402,-0.001603715
24229.51657,-1701712.531,0.0002549,1.860081709,0.000226057
27975.76644,-119736857.8,0.0002548,1.864606385,-0.001774638
13362.76443,-59804452.99,0.0002548,1.846243145,-0.000758835
19765.94729,-46139343.27,0.0002549,1.854472622,-0.000527123
29490.32276,-17848549.35,0.0002549,1.866875633,-4.76178E-05
11006.02202,-30133501.11,0.0002549,1.843464575,-0.000255837
30783.22324,-100887857.3,0.0002549,1.868317339,-0.001455064
9616.305097,-17809713.85,0.0002549,1.841535205,-4.69596E-05
9372.671054,-104901950.2,6.10E-06,0.290304046,-0.001771899
27321.11034,-53114104.13,0.000255,1.86414972,-0.000645239
7969.03042,-96922732.46,4.70E-06,0.254136179,-0.001638058
25881.6162,-32875367.96,0.000255,1.862340798,-0.00030221
4180.713237,-62402222.61,1.70E-06,0.152934639,-0.001055965
7026.124494,-64951352.32,1.55E-05,0.321027288,-0.00108537
1389.964104,-46339041.93,4.00E-07,0.05573168,-0.000785007
28749.90297,-36011154.28,0.000255,1.865762194,-0.000355359
26095.29479,-33115803.25,0.000255,1.862426315,-0.000306285
15042.91207,-44655658.24,0.0002549,1.848354481,-0.000501976
28114.88011,-4347705.872,0.0002549,1.8649642,0.00018121
10415.09481,-63901783.02,0.0002537,1.836316994,-0.000829381
4330.669209,-99492271.98,1.40E-06,0.138483079,-0.00168491
13597.30883,-97156973.35,0.0002344,1.727587882,-0.001412328
19006.17284,-105676045.2,0.0002548,1.852968861,-0.001536319
11718.47987,-118505516.7,8.60E-06,0.346870876,-0.001999968
27892.74389,-46699583.84,0.000255,1.864868056,-0.000536518
2648.964361,-77577720.94,8.00E-07,0.092266787,-0.001314077
28266.68436,-12696314.62,0.0002549,1.865154963,3.97082E-05
5018.73277,-110955785.5,1.80E-06,0.154536726,-0.001878807
26853.69052,-10155964.39,0.0002549,1.863562343,8.2765E-05
6027.970542,-6345031.994,0.0002549,1.837025971,0.000147357
28220.96648,-72779782.32,0.0002549,1.865097512,-0.000978656
13736.5666,-69132005.22,0.0002548,1.846529879,-0.000916929
13773.78597,-63643320.1,0.0002548,1.84657665,-0.0008239
18929.84732,-28215482.81,0.0002549,1.853421948,-0.000223329
19685.53758,-97728011.89,0.0002548,1.854005576,-0.001401607
13967.07631,-109006227.6,0.0001084,0.987817546,-0.001739163
378.6387118,-48505635.09,1.00E-07,0.016579811,-0.000822029
20566.7149,-27614798,0.0002549,1.855478896,-0.000213147
4912.699919,-61729654.29,2.50E-06,0.180206481,-0.001043765
29182.83791,-84396735.36,0.0002549,1.866306236,-0.001175553
23964.40611,-104510502,0.0002549,1.859565561,-0.001516464
9229.867995,-19831277.54,0.0002549,1.841232594,-8.12233E-05
30416.1127,-42508604.88,0.000255,1.867856014,-0.000465485
16812.57665,-55909873.94,0.0002549,1.850761307,-0.000692725
9536.828073,-83152552.48,2.33E-05,0.417695332,-0.001386065
22918.31604,-12614282.48,0.0002549,1.858617005,4.10986E-05
27536.295,-6795523.992,0.000255,1.864237129,0.000139822
321.0457024,-88937795.08,1.00E-07,0.013762438,-0.00150732
15142.93436,-73532258.48,0.0002548,1.848297173,-0.000991509
8987.823057,-13635136.01,0.0002548,1.840928432,2.3696E-05
19843.26971,-23386843.04,0.0002549,1.854752788,-0.000141487
13565.22068,-45004995.87,0.0002549,1.846497559,-0.000507897
20829.8935,-119841112,0.0002547,1.855077616,-0.001776505
14635.93498,-56286349.14,0.0002548,1.847843058,-0.000699206
12130.39626,-65798585.83,0.0002548,1.844145506,-0.00086043
22070.59093,-4860520.267,0.0002549,1.857368723,0.000172518
30764.95934,-85900866.18,0.0002549,1.868294388,-0.001201047
11640.26029,-110977788.5,9.30E-06,0.355556582,-0.001871679
6273.787445,-88290015.66,3.10E-06,0.206621874,-0.001493341
19375.86896,-67903965.88,0.0002549,1.853799435,-0.000896015
8712.194515,-91722021.82,5.90E-06,0.283252067,-0.001548711
23266.23635,-32799253.3,0.000255,1.858871215,-0.00030092
14681.0208,-31276758.36,0.0002549,1.847899715,-0.000275215
20821.01643,-25627812.29,0.000255,1.855798461,-0.00017937
28121.95096,-93134688.84,0.0002549,1.864973086,-0.001323654
19305.30296,-117761781.8,0.0002546,1.852612759,-0.001741362
23135.7189,-56995014.22,0.0002549,1.858707202,-0.000711117
22862.35231,-91956965.33,0.0002548,1.858363679,-0.001303793
6182.45131,-61680056.97,7.40E-06,0.248963097,-0.001038025
26891.8821,-20042286.69,0.0002549,1.863427336,-8.47998E-05
17699.37826,-15491813.38,0.0002549,1.852058695,-7.67311E-06
17745.33145,-78772259.59,0.0002548,1.851567441,-0.001080323
14457.50758,-1421711.904,0.0002549,1.84780184,0.000230803
10737.15652,-41265497.29,0.0002549,1.842943709,-0.000444515
24706.60137,-30905770.07,0.000255,1.860681231,-0.000268827
649.1543834,-114878398.2,1.00E-07,0.023324751,-0.001946991
24650.78061,-42810533.9,0.000255,1.860611085,-0.000470602
22943.63377,-71462668.4,0.0002549,1.858465821,-0.000956332
10603.94385,-17100588.29,0.0002549,1.842959309,-3.49405E-05
14350.05364,-30944924.28,0.0002549,1.847666809,-0.00026959
11208.93708,-14882029.13,0.0002549,1.843719566,2.66222E-06
18078.53878,-111992083.9,0.0002545,1.850522162,-0.001643671
19976.76716,-72826776.42,0.0002548,1.854554546,-0.000979552
26068.69796,-15195458.93,0.0002549,1.862575892,-2.65015E-06
2574.572897,-49191823.27,7.00E-07,0.099859304,-0.00083306
20967.21719,-31155841.82,0.0002549,1.856165182,-0.000273165
7680.185527,-28659408.37,0.0002549,1.838919206,-0.000230853
26482.43196,-46741024.72,0.000255,1.863095805,-0.000537221
11473.1259,-87309872.51,0.0001693,1.330370555,-0.001310528
15861.92,-104692480.4,0.000253,1.839867677,-0.001521449
25137.57721,-18500212.55,0.0002549,1.861405811,-5.86629E-05
29516.21114,-47027720.65,0.000255,1.866908165,-0.00054208
7279.385977,-10420829.98,0.0002549,1.838598546,7.82758E-05
5609.448502,-40798665.65,0.0001895,1.416881041,-0.000502003
31708.31865,-17856819.79,0.000255,1.869479848,-4.7658E-05
6973.933103,-107966137.9,3.40E-06,0.214821703,-0.001826535
18139.87458,-41304285.8,0.0002549,1.852429239,-0.000445173
6878.189086,-33034286.3,0.0002545,1.836264387,-0.000305403
5244.580734,-67088119.39,2.80E-06,0.187577535,-0.001134287
11415.72082,-77453492.15,0.0002479,1.803353418,-0.001064871
25303.58994,-77784515,0.0002549,1.861431429,-0.001063482
4793.638168,-28441996.15,0.0002416,1.750928863,-0.000240468
13036.44322,-18031063.79,0.0002549,1.846016078,-5.07113E-05
25726.14239,-107612985,0.0002549,1.861779424,-0.001569049
