h,T,lambda,M,s,,,,,lambda_fixedh=24,strain
5743.44,-5760000,0.0002549,1.83666842,1.57E-04,,,,,0.0002354,0.000137773
6062.52,-5760000,0.0002549,1.837069387,1.57E-04,,,,,0.0002354,0.000137773
6381.6,-5760000,0.0002549,1.837653355,1.57E-04,,,,,0.0002354,0.000137773
6700.68,-5760000,0.0002549,1.837871323,1.57E-04,,,,,0.0002354,0.000137773
7019.76,-5760000,0.0002549,1.838455291,1.57E-04,,,,,0.0002354,0.000137773
7338.84,-5760000,0.0002548,1.838856258,1.57E-04,,,,,0.0002354,0.000137773
7657.92,-5760000,0.0002549,1.839257226,1.57E-04,,,,,0.0002354,0.000137773
7977,-5760000,0.0002549,1.839658194,1.57E-04,,,,,0.0002354,0.000137773
8296.08,-5760000,0.0002549,1.840059162,1.57E-04,,,,,0.0002354,0.000137773
8615.16,-5760000,0.0002549,1.840460129,1.57E-04,,,,,0.0002354,0.000137773
8934.24,-5760000,0.0002549,1.840861097,1.57E-04,,,,,0.0002354,0.000137773
9253.32,-5760000,0.0002549,1.841079065,1.57E-04,,,,,0.0002354,0.000137773
9572.4,-5760000,0.0002549,1.841663033,1.57E-04,,,,,0.0002354,0.000137773
9891.48,-5760000,0.0002549,1.842064,1.57E-04,,,,,0.0002354,0.000137773
10210.56,-5760000,0.0002549,1.842464968,1.57E-04,,,,,0.0002354,0.000137773
10529.64,-5760000,0.0002549,1.842865936,1.57E-04,,,,,0.0002354,0.000137773
10848.72,-5760000,0.0002549,1.843266904,1.57E-04,,,,,0.0002354,0.000137773
11167.8,-5760000,0.0002549,1.843667871,1.57E-04,,,,,0.0002354,0.000137773
11486.88,-5760000,0.0002549,1.844068839,1.57E-04,,,,,0.0002354,0.000137773
11805.96,-5760000,0.0002549,1.844469807,1.57E-04,,,,,0.0002354,0.000137773
12125.04,-5760000,0.0002549,1.845053775,1.57E-04,,,,,0.0002354,0.000137773
12444.12,-5760000,0.0002549,1.845271742,1.57E-04,,,,,0.0002354,0.000137773
12763.2,-5760000,0.0002549,1.84567271,1.57E-04,,,,,0.0002354,0.000137773
13082.28,-5760000,0.0002549,1.846073678,1.57E-04,,,,,0.0002354,0.000137773
13401.36,-5760000,0.0002549,1.846474646,1.57E-04,,,,,0.0002354,0.000137773
13720.44,-5760000,0.0002549,1.846875613,1.57E-04,,,,,0.0002354,0.000137773
14039.52,-5760000,0.0002549,1.847276581,1.57E-04,,,,,0.0002354,0.000137773
14358.6,-5760000,0.0002549,1.847677549,1.57E-04,,,,,0.0002354,0.000137773
14677.68,-5760000,0.0002549,1.848078517,1.57E-04,,,,,0.0002354,0.000137773
14996.76,-5760000,0.0002549,1.848479484,1.57E-04,,,,,0.0002354,0.000137773
15315.84,-5760000,0.0002549,1.848880452,1.57E-04,,,,,0.0002354,0.000137773
15634.92,-5760000,0.0002549,1.84928142,1.57E-04,,,,,0.0002354,0.000137773
15954,-5760000,0.0002549,1.849865388,1.57E-04,,,,,0.0002354,0.000137773
16273.08,-5760000,0.0002549,1.850266355,1.57E-04,,,,,0.0002354,0.000137773
16592.16,-5760000,0.0002549,1.850667323,1.57E-04,,,,,0.0002354,0.000137773
16911.24,-5760000,0.0002549,1.851068291,1.57E-04,,,,,0.0002354,0.000137773
17230.32,-5760000,0.0002549,1.851469259,1.57E-04,,,,,0.0002354,0.000137773
17549.4,-5760000,0.000255,1.851687226,1.57E-04,,,,,0.0002354,0.000137773
17868.48,-5760000,0.0002549,1.852271194,1.57E-04,,,,,0.0002354,0.000137773
18187.56,-5760000,0.000255,1.852489162,1.57E-04,,,,,0.0002354,0.000137773
18506.64,-5760000,0.000255,1.85289013,1.57E-04,,,,,0.0002354,0.000137773
18825.72,-5760000,0.000255,1.853291097,1.57E-04,,,,,0.0002354,0.000137773
19144.8,-5760000,0.000255,1.853692065,1.57E-04,,,,,0.0002354,0.000137773
19463.88,-5760000,0.0002549,1.854276033,1.57E-04,,,,,0.0002354,0.000137773
19782.96,-5760000,0.0002549,1.854677001,1.57E-04,,,,,0.0002354,0.000137773
20102.04,-5760000,0.0002549,1.855077968,1.57E-04,,,,,0.0002354,0.000137773
20421.12,-5760000,0.0002549,1.855478936,1.57E-04,,,,,0.0002354,0.000137773
20740.2,-5760000,0.0002549,1.855879904,1.57E-04,,,,,0.0002354,0.000137773
21059.28,-5760000,0.0002549,1.856280872,1.57E-04,,,,,0.0002354,0.000137773
21378.36,-5760000,0.0002549,1.856681839,1.57E-04,,,,,0.0002354,0.000137773
21697.44,-5760000,0.0002549,1.857082807,1.57E-04,,,,,0.0002354,0.000137773
22016.52,-5760000,0.0002549,1.857300775,1.57E-04,,,,,0.0002354,0.000137773
22335.6,-5760000,0.0002549,1.857701743,1.57E-04,,,,,0.0002354,0.000137773
22654.68,-5760000,0.0002549,1.858102711,1.57E-04,,,,,0.0002354,0.000137773
22973.76,-5760000,0.0002549,1.858503678,1.57E-04,,,,,0.0002354,0.000137773
23292.84,-5760000,0.0002549,1.858904646,1.57E-04,,,,,0.0002354,0.000137773
23611.92,-5760000,0.0002549,1.859488614,1.57E-04,,,,,0.0002354,0.000137773
23931,-5760000,0.0002549,1.859889582,1.57E-04,,,,,0.0002354,0.000137773
24250.08,-5760000,0.0002549,1.860290549,1.57E-04,,,,,0.0002354,0.000137773
24569.16,-5760000,0.0002549,1.860691517,1.57E-04,,,,,0.0002354,0.000137773
24888.24,-5760000,0.0002549,1.861092485,1.57E-04,,,,,0.0002354,0.000137773
25207.32,-5760000,0.0002549,1.861310453,1.57E-04,,,,,0.0002354,0.000137773
25526.4,-5760000,0.0002549,1.86171142,1.57E-04,,,,,0.0002354,0.000137773
25845.48,-5760000,0.0002549,1.862112388,1.57E-04,,,,,0.0002354,0.000137773
26164.56,-5760000,0.0002549,1.862696356,1.57E-04,,,,,0.0002354,0.000137773
26483.64,-5760000,0.0002549,1.863097324,1.57E-04,,,,,0.0002354,0.000137773
26802.72,-5760000,0.0002549,1.863315291,1.57E-04,,,,,0.0002354,0.000137773
27121.8,-5760000,0.0002549,1.863716259,1.57E-04,,,,,0.0002354,0.000137773
27440.88,-5760000,0.0002549,1.864117227,1.57E-04,,,,,0.0002354,0.000137773
27759.96,-5760000,0.000255,1.864701195,1.57E-04,,,,,0.0002354,0.000137773
28079.04,-5760000,0.000255,1.865102162,1.57E-04,,,,,0.0002354,0.000137773
28398.12,-5760000,0.000255,1.86532013,1.57E-04,,,,,0.0002354,0.000137773
28717.2,-5760000,0.000255,1.865721098,1.57E-04,,,,,0.0002354,0.000137773
29036.28,-5760000,0.0002549,1.866305066,1.57E-04,,,,,0.0002354,0.000137773
29355.36,-5760000,0.0002549,1.866706033,1.57E-04,,,,,0.0002354,0.000137773
29674.44,-5760000,0.0002549,1.866924001,1.57E-04,,,,,0.0002354,0.000137773
29993.52,-5760000,0.0002549,1.867324969,1.57E-04,,,,,0.0002354,0.000137773
30312.6,-5760000,0.0002549,1.867908937,1.57E-04,,,,,0.0002354,0.000137773
30631.68,-5760000,0.0002549,1.868309904,1.57E-04,,,,,0.0002354,0.000137773
30950.76,-5760000,0.0002549,1.868527872,1.57E-04,,,,,0.0002354,0.000137773
31269.84,-5760000,0.0002549,1.86892884,1.57E-04,,,,,0.0002354,0.000137773
31588.92,-5760000,0.0002549,1.869512808,1.57E-04,,,,,0.0002354,0.000137773
0,-7680000,3.70E-06,0.027816,-1.26E-04,,,,,0.0002209,9.07305E-05
319.08,-7680000,9.20E-06,0.080920968,-1.21E-04,,,,,0.0002209,9.07305E-05
638.16,-7680000,2.18E-05,0.184167936,-1.08E-04,,,,,0.0002209,9.07305E-05
957.24,-7680000,4.82E-05,0.382208903,-8.20E-05,,,,,0.0002209,9.07305E-05
1276.32,-7680000,9.37E-05,0.708349871,-3.65E-05,,,,,0.0002209,9.07305E-05
1595.4,-7680000,0.00015,1.106409839,1.98E-05,,,,,0.0002209,9.07305E-05
1914.48,-7680000,0.0001979,1.442615807,6.77E-05,,,,,0.0002209,9.07305E-05
2233.56,-7680000,0.0002278,1.649257774,9.76E-05,,,,,0.0002209,9.07305E-05
2552.64,-7680000,0.0002429,1.752687742,1.13E-04,,,,,0.0002209,9.07305E-05
2871.72,-7680000,0.0002497,1.79902171,1.20E-04,,,,,0.0002209,9.07305E-05
3190.8,-7680000,0.0002527,1.818820678,1.23E-04,,,,,0.0002209,9.07305E-05
3509.88,-7680000,0.0002539,1.827822645,1.24E-04,,,,,0.0002209,9.07305E-05
3828.96,-7680000,0.0002545,1.831334613,1.24E-04,,,,,0.0002209,9.07305E-05
4148.04,-7680000,0.0002546,1.833382581,1.24E-04,,,,,0.0002209,9.07305E-05
4467.12,-7680000,0.0002548,1.834515549,1.25E-04,,,,,0.0002209,9.07305E-05
4786.2,-7680000,0.0002548,1.835282516,1.25E-04,,,,,0.0002209,9.07305E-05
5105.28,-7680000,0.0002549,1.835866484,1.25E-04,,,,,0.0002209,9.07305E-05
5424.36,-7680000,0.0002549,1.836267452,1.25E-04,,,,,0.0002209,9.07305E-05
5743.44,-7680000,0.0002548,1.83666842,1.25E-04,,,,,0.0002209,9.07305E-05
6062.52,-7680000,0.0002548,1.837069387,1.25E-04,,,,,0.0002209,9.07305E-05
6381.6,-7680000,0.0002549,1.837653355,1.25E-04,,,,,0.0002209,9.07305E-05
6700.68,-7680000,0.0002549,1.837871323,1.25E-04,,,,,0.0002209,9.07305E-05
7019.76,-7680000,0.0002549,1.838455291,1.25E-04,,,,,0.0002209,9.07305E-05
7338.84,-7680000,0.0002549,1.838856258,1.25E-04,,,,,0.0002209,9.07305E-05
7657.92,-7680000,0.0002549,1.839257226,1.25E-04,,,,,0.0002209,9.07305E-05
7977,-7680000,0.0002548,1.839658194,1.25E-04,,,,,0.0002209,9.07305E-05
8296.08,-7680000,0.0002549,1.839876162,1.25E-04,,,,,0.0002209,9.07305E-05
8615.16,-7680000,0.0002549,1.840460129,1.25E-04,,,,,0.0002209,9.07305E-05
8934.24,-7680000,0.0002549,1.840861097,1.25E-04,,,,,0.0002209,9.07305E-05
9253.32,-7680000,0.0002549,1.841262065,1.25E-04,,,,,0.0002209,9.07305E-05
9572.4,-7680000,0.0002549,1.841663033,1.25E-04,,,,,0.0002209,9.07305E-05
9891.48,-7680000,0.0002549,1.842064,1.25E-04,,,,,0.0002209,9.07305E-05
10210.56,-7680000,0.0002549,1.842464968,1.25E-04,,,,,0.0002209,9.07305E-05
10529.64,-7680000,0.0002549,1.842865936,1.25E-04,,,,,0.0002209,9.07305E-05
10848.72,-7680000,0.0002549,1.843266904,1.25E-04,,,,,0.0002209,9.07305E-05
11167.8,-7680000,0.0002549,1.843667871,1.25E-04,,,,,0.0002209,9.07305E-05
11486.88,-7680000,0.0002549,1.844068839,1.25E-04,,,,,0.0002209,9.07305E-05
11805.96,-7680000,0.0002549,1.844469807,1.25E-04,,,,,0.0002209,9.07305E-05
12125.04,-7680000,0.0002549,1.844870775,1.25E-04,,,,,0.0002209,9.07305E-05
12444.12,-7680000,0.0002549,1.845271742,1.25E-04,,,,,0.0002209,9.07305E-05
12763.2,-7680000,0.0002549,1.84567271,1.25E-04,,,,,0.0002209,9.07305E-05
13082.28,-7680000,0.0002549,1.846073678,1.25E-04,,,,,0.0002209,9.07305E-05
13401.36,-7680000,0.0002549,1.846474646,1.25E-04,,,,,0.0002209,9.07305E-05
13720.44,-7680000,0.0002549,1.846875613,1.25E-04,,,,,0.0002209,9.07305E-05
14039.52,-7680000,0.0002549,1.847459581,1.25E-04,,,,,0.0002209,9.07305E-05
14358.6,-7680000,0.0002549,1.847860549,1.25E-04,,,,,0.0002209,9.07305E-05
14677.68,-7680000,0.0002549,1.848078517,1.25E-04,,,,,0.0002209,9.07305E-05
14996.76,-7680000,0.0002549,1.848479484,1.25E-04,,,,,0.0002209,9.07305E-05
15315.84,-7680000,0.0002549,1.848880452,1.25E-04,,,,,0.0002209,9.07305E-05
15634.92,-7680000,0.0002549,1.84928142,1.25E-04,,,,,0.0002209,9.07305E-05
15954,-7680000,0.0002549,1.849682388,1.25E-04,,,,,0.0002209,9.07305E-05
16273.08,-7680000,0.0002549,1.850266355,1.25E-04,,,,,0.0002209,9.07305E-05
16592.16,-7680000,0.0002549,1.850667323,1.25E-04,,,,,0.0002209,9.07305E-05
16911.24,-7680000,0.0002549,1.851068291,1.25E-04,,,,,0.0002209,9.07305E-05
17230.32,-7680000,0.0002549,1.851286259,1.25E-04,,,,,0.0002209,9.07305E-05
17549.4,-7680000,0.0002549,1.851870226,1.25E-04,,,,,0.0002209,9.07305E-05
17868.48,-7680000,0.0002549,1.852271194,1.25E-04,,,,,0.0002209,9.07305E-05
18187.56,-7680000,0.000255,1.852489162,1.25E-04,,,,,0.0002209,9.07305E-05
18506.64,-7680000,0.000255,1.85289013,1.25E-04,,,,,0.0002209,9.07305E-05
18825.72,-7680000,0.000255,1.853291097,1.25E-04,,,,,0.0002209,9.07305E-05
19144.8,-7680000,0.000255,1.853692065,1.25E-04,,,,,0.0002209,9.07305E-05
19463.88,-7680000,0.000255,1.854093033,1.25E-04,,,,,0.0002209,9.07305E-05
19782.96,-7680000,0.000255,1.854494001,1.25E-04,,,,,0.0002209,9.07305E-05
20102.04,-7680000,0.000255,1.854894968,1.25E-04,,,,,0.0002209,9.07305E-05
20421.12,-7680000,0.000255,1.855295936,1.25E-04,,,,,0.0002209,9.07305E-05
20740.2,-7680000,0.0002549,1.855879904,1.25E-04,,,,,0.0002209,9.07305E-05
21059.28,-7680000,0.0002549,1.856280872,1.25E-04,,,,,0.0002209,9.07305E-05
21378.36,-7680000,0.0002549,1.856681839,1.25E-04,,,,,0.0002209,9.07305E-05
21697.44,-7680000,0.0002549,1.857082807,1.25E-04,,,,,0.0002209,9.07305E-05
22016.52,-7680000,0.0002549,1.857483775,1.25E-04,,,,,0.0002209,9.07305E-05
22335.6,-7680000,0.0002549,1.857884743,1.25E-04,,,,,0.0002209,9.07305E-05
22654.68,-7680000,0.0002549,1.858285711,1.25E-04,,,,,0.0002209,9.07305E-05
22973.76,-7680000,0.0002549,1.858686678,1.25E-04,,,,,0.0002209,9.07305E-05
23292.84,-7680000,0.0002549,1.858904646,1.25E-04,,,,,0.0002209,9.07305E-05
23611.92,-7680000,0.0002549,1.859305614,1.25E-04,,,,,0.0002209,9.07305E-05
23931,-7680000,0.0002549,1.859706582,1.25E-04,,,,,0.0002209,9.07305E-05
24250.08,-7680000,0.0002549,1.860107549,1.25E-04,,,,,0.0002209,9.07305E-05
24569.16,-7680000,0.0002549,1.860508517,1.25E-04,,,,,0.0002209,9.07305E-05
24888.24,-7680000,0.0002549,1.861092485,1.25E-04,,,,,0.0002209,9.07305E-05
25207.32,-7680000,0.0002549,1.861493453,1.25E-04,,,,,0.0002209,9.07305E-05
25526.4,-7680000,0.0002549,1.86189442,1.25E-04,,,,,0.0002209,9.07305E-05
25845.48,-7680000,0.0002549,1.862112388,1.25E-04,,,,,0.0002209,9.07305E-05
26164.56,-7680000,0.0002549,1.862513356,1.25E-04,,,,,0.0002209,9.07305E-05
26483.64,-7680000,0.0002549,1.863097324,1.25E-04,,,,,0.0002209,9.07305E-05
26802.72,-7680000,0.0002549,1.863498291,1.25E-04,,,,,0.0002209,9.07305E-05
27121.8,-7680000,0.0002549,1.863899259,1.25E-04,,,,,0.0002209,9.07305E-05
27440.88,-7680000,0.0002549,1.864300227,1.25E-04,,,,,0.0002209,9.07305E-05
27759.96,-7680000,0.0002549,1.864518195,1.25E-04,,,,,0.0002209,9.07305E-05
28079.04,-7680000,0.000255,1.864919162,1.25E-04,,,,,0.0002209,9.07305E-05
28398.12,-7680000,0.000255,1.86550313,1.25E-04,,,,,0.0002209,9.07305E-05
28717.2,-7680000,0.000255,1.865904098,1.25E-04,,,,,0.0002209,9.07305E-05
29036.28,-7680000,0.000255,1.866305066,1.25E-04,,,,,0.0002209,9.07305E-05
29355.36,-7680000,0.000255,1.866523033,1.25E-04,,,,,0.0002209,9.07305E-05
29674.44,-7680000,0.0002549,1.867107001,1.25E-04,,,,,0.0002209,9.07305E-05
29993.52,-7680000,0.0002549,1.867507969,1.25E-04,,,,,0.0002209,9.07305E-05
30312.6,-7680000,0.0002549,1.867908937,1.25E-04,,,,,0.0002209,9.07305E-05
30631.68,-7680000,0.0002549,1.868126904,1.25E-04,,,,,0.0002209,9.07305E-05
30950.76,-7680000,0.0002549,1.868527872,1.25E-04,,,,,0.0002209,9.07305E-05
31269.84,-7680000,0.0002549,1.86911184,1.25E-04,,,,,0.0002209,9.07305E-05
31588.92,-7680000,0.0002549,1.869329808,1.25E-04,,,,,0.0002209,9.07305E-05
0,-9600000,1.80E-06,0.013725,-1.61E-04,,,,,0.0001979,3.51881E-05
319.08,-9600000,4.30E-06,0.046150968,-1.58E-04,,,,,0.0001979,3.51881E-05
638.16,-9600000,1.05E-05,0.103464936,-1.52E-04,,,,,0.0001979,3.51881E-05
957.24,-9600000,2.46E-05,0.216227903,-1.38E-04,,,,,0.0001979,3.51881E-05
1276.32,-9600000,5.37E-05,0.429457871,-1.09E-04,,,,,0.0001979,3.51881E-05
1595.4,-9600000,0.0001009,0.766395839,-6.18E-05,,,,,0.0001979,3.51881E-05
1914.48,-9600000,0.0001568,1.158965807,-5.91E-06,,,,,0.0001979,3.51881E-05
2233.56,-9600000,0.0002025,1.476688774,3.98E-05,,,,,0.0001979,3.51881E-05
2552.64,-9600000,0.0002301,1.666128742,6.74E-05,,,,,0.0001979,3.51881E-05
2871.72,-9600000,0.0002439,1.76022571,8.12E-05,,,,,0.0001979,3.51881E-05
3190.8,-9600000,0.0002501,1.802167678,8.74E-05,,,,,0.0001979,3.51881E-05
3509.88,-9600000,0.0002528,1.820502645,9.01E-05,,,,,0.0001979,3.51881E-05
3828.96,-9600000,0.000254,1.828589613,9.13E-05,,,,,0.0001979,3.51881E-05
4148.04,-9600000,0.0002545,1.832101581,9.18E-05,,,,,0.0001979,3.51881E-05
4467.12,-9600000,0.0002546,1.833966549,9.19E-05,,,,,0.0001979,3.51881E-05
4786.2,-9600000,0.0002548,1.835099516,9.21E-05,,,,,0.0001979,3.51881E-05
5105.28,-9600000,0.0002548,1.835683484,9.21E-05,,,,,0.0001979,3.51881E-05
5424.36,-9600000,0.0002549,1.836267452,9.22E-05,,,,,0.0001979,3.51881E-05
5743.44,-9600000,0.0002549,1.83666842,9.22E-05,,,,,0.0001979,3.51881E-05
6062.52,-9600000,0.0002549,1.837252387,9.22E-05,,,,,0.0001979,3.51881E-05
6381.6,-9600000,0.0002548,1.837470355,9.21E-05,,,,,0.0001979,3.51881E-05
6700.68,-9600000,0.0002548,1.837871323,9.21E-05,,,,,0.0001979,3.51881E-05
7019.76,-9600000,0.0002549,1.838455291,9.22E-05,,,,,0.0001979,3.51881E-05
7338.84,-9600000,0.0002549,1.838673258,9.22E-05,,,,,0.0001979,3.51881E-05
7657.92,-9600000,0.0002549,1.839074226,9.22E-05,,,,,0.0001979,3.51881E-05
7977,-9600000,0.0002549,1.839658194,9.22E-05,,,,,0.0001979,3.51881E-05
8296.08,-9600000,0.0002549,1.839876162,9.22E-05,,,,,0.0001979,3.51881E-05
8615.16,-9600000,0.0002548,1.840460129,9.21E-05,,,,,0.0001979,3.51881E-05
8934.24,-9600000,0.0002549,1.840678097,9.22E-05,,,,,0.0001979,3.51881E-05
9253.32,-9600000,0.0002549,1.841262065,9.22E-05,,,,,0.0001979,3.51881E-05
9572.4,-9600000,0.0002549,1.841480033,9.22E-05,,,,,0.0001979,3.51881E-05
9891.48,-9600000,0.0002549,1.842064,9.22E-05,,,,,0.0001979,3.51881E-05
10210.56,-9600000,0.0002549,1.842281968,9.22E-05,,,,,0.0001979,3.51881E-05
10529.64,-9600000,0.0002549,1.842865936,9.22E-05,,,,,0.0001979,3.51881E-05
10848.72,-9600000,0.0002549,1.843266904,9.22E-05,,,,,0.0001979,3.51881E-05
11167.8,-9600000,0.0002549,1.843667871,9.22E-05,,,,,0.0001979,3.51881E-05
11486.88,-9600000,0.0002549,1.844068839,9.22E-05,,,,,0.0001979,3.51881E-05
11805.96,-9600000,0.0002549,1.844469807,9.22E-05,,,,,0.0001979,3.51881E-05
12125.04,-9600000,0.0002549,1.844870775,9.22E-05,,,,,0.0001979,3.51881E-05
12444.12,-9600000,0.0002549,1.845271742,9.22E-05,,,,,0.0001979,3.51881E-05
12763.2,-9600000,0.0002549,1.84567271,9.22E-05,,,,,0.0001979,3.51881E-05
13082.28,-9600000,0.0002549,1.846073678,9.22E-05,,,,,0.0001979,3.51881E-05
13401.36,-9600000,0.0002549,1.846474646,9.22E-05,,,,,0.0001979,3.51881E-05
13720.44,-9600000,0.0002549,1.846875613,9.22E-05,,,,,0.0001979,3.51881E-05
14039.52,-9600000,0.0002549,1.847276581,9.22E-05,,,,,0.0001979,3.51881E-05
14358.6,-9600000,0.0002549,1.847677549,9.22E-05,,,,,0.0001979,3.51881E-05
14677.68,-9600000,0.0002549,1.848261517,9.22E-05,,,,,0.0001979,3.51881E-05
14996.76,-9600000,0.0002549,1.848662484,9.22E-05,,,,,0.0001979,3.51881E-05
15315.84,-9600000,0.0002549,1.848880452,9.22E-05,,,,,0.0001979,3.51881E-05
15634.92,-9600000,0.0002549,1.84928142,9.22E-05,,,,,0.0001979,3.51881E-05
15954,-9600000,0.0002549,1.849682388,9.22E-05,,,,,0.0001979,3.51881E-05
16273.08,-9600000,0.0002549,1.850083355,9.22E-05,,,,,0.0001979,3.51881E-05
16592.16,-9600000,0.0002549,1.850484323,9.22E-05,,,,,0.0001979,3.51881E-05
16911.24,-9600000,0.0002549,1.851068291,9.22E-05,,,,,0.0001979,3.51881E-05
17230.32,-9600000,0.0002549,1.851469259,9.22E-05,,,,,0.0001979,3.51881E-05
17549.4,-9600000,0.0002549,1.851870226,9.22E-05,,,,,0.0001979,3.51881E-05
17868.48,-9600000,0.0002549,1.852088194,9.22E-05,,,,,0.0001979,3.51881E-05
18187.56,-9600000,0.0002549,1.852489162,9.22E-05,,,,,0.0001979,3.51881E-05
18506.64,-9600000,0.0002549,1.85307313,9.22E-05,,,,,0.0001979,3.51881E-05
18825.72,-9600000,0.000255,1.853291097,9.23E-05,,,,,0.0001979,3.51881E-05
19144.8,-9600000,0.000255,1.853692065,9.23E-05,,,,,0.0001979,3.51881E-05
19463.88,-9600000,0.000255,1.854093033,9.23E-05,,,,,0.0001979,3.51881E-05
19782.96,-9600000,0.000255,1.854494001,9.23E-05,,,,,0.0001979,3.51881E-05
20102.04,-9600000,0.000255,1.854894968,9.23E-05,,,,,0.0001979,3.51881E-05
20421.12,-9600000,0.000255,1.855295936,9.23E-05,,,,,0.0001979,3.51881E-05
20740.2,-9600000,0.000255,1.855696904,9.23E-05,,,,,0.0001979,3.51881E-05
21059.28,-9600000,0.000255,1.856097872,9.23E-05,,,,,0.0001979,3.51881E-05
21378.36,-9600000,0.000255,1.856498839,9.23E-05,,,,,0.0001979,3.51881E-05
21697.44,-9600000,0.000255,1.856899807,9.23E-05,,,,,0.0001979,3.51881E-05
22016.52,-9600000,0.0002549,1.857483775,9.22E-05,,,,,0.0001979,3.51881E-05
22335.6,-9600000,0.0002549,1.857884743,9.22E-05,,,,,0.0001979,3.51881E-05
22654.68,-9600000,0.0002549,1.858285711,9.22E-05,,,,,0.0001979,3.51881E-05
22973.76,-9600000,0.0002549,1.858686678,9.22E-05,,,,,0.0001979,3.51881E-05
23292.84,-9600000,0.0002549,1.859087646,9.22E-05,,,,,0.0001979,3.51881E-05
23611.92,-9600000,0.0002549,1.859488614,9.22E-05,,,,,0.0001979,3.51881E-05
23931,-9600000,0.0002549,1.859706582,9.22E-05,,,,,0.0001979,3.51881E-05
24250.08,-9600000,0.0002549,1.860107549,9.22E-05,,,,,0.0001979,3.51881E-05
24569.16,-9600000,0.0002549,1.860508517,9.22E-05,,,,,0.0001979,3.51881E-05
24888.24,-9600000,0.0002549,1.860909485,9.22E-05,,,,,0.0001979,3.51881E-05
25207.32,-9600000,0.0002549,1.861493453,9.22E-05,,,,,0.0001979,3.51881E-05
25526.4,-9600000,0.0002549,1.86189442,9.22E-05,,,,,0.0001979,3.51881E-05
25845.48,-9600000,0.0002549,1.862295388,9.22E-05,,,,,0.0001979,3.51881E-05
26164.56,-9600000,0.0002549,1.862513356,9.22E-05,,,,,0.0001979,3.51881E-05
26483.64,-9600000,0.0002549,1.862914324,9.22E-05,,,,,0.0001979,3.51881E-05
26802.72,-9600000,0.0002549,1.863315291,9.22E-05,,,,,0.0001979,3.51881E-05
27121.8,-9600000,0.0002549,1.863716259,9.22E-05,,,,,0.0001979,3.51881E-05
27440.88,-9600000,0.0002549,1.864300227,9.22E-05,,,,,0.0001979,3.51881E-05
27759.96,-9600000,0.0002549,1.864701195,9.22E-05,,,,,0.0001979,3.51881E-05
28079.04,-9600000,0.0002549,1.864919162,9.22E-05,,,,,0.0001979,3.51881E-05
28398.12,-9600000,0.0002549,1.86532013,9.22E-05,,,,,0.0001979,3.51881E-05
28717.2,-9600000,0.0002549,1.865721098,9.22E-05,,,,,0.0001979,3.51881E-05
29036.28,-9600000,0.000255,1.866305066,9.23E-05,,,,,0.0001979,3.51881E-05
29355.36,-9600000,0.000255,1.866706033,9.23E-05,,,,,0.0001979,3.51881E-05
29674.44,-9600000,0.000255,1.866924001,9.23E-05,,,,,0.0001979,3.51881E-05
29993.52,-9600000,0.000255,1.867324969,9.23E-05,,,,,0.0001979,3.51881E-05
30312.6,-9600000,0.000255,1.867725937,9.23E-05,,,,,0.0001979,3.51881E-05
30631.68,-9600000,0.0002549,1.868309904,9.22E-05,,,,,0.0001979,3.51881E-05
30950.76,-9600000,0.0002549,1.868527872,9.22E-05,,,,,0.0001979,3.51881E-05
31269.84,-9600000,0.0002549,1.86892884,9.22E-05,,,,,0.0001979,3.51881E-05
31588.92,-9600000,0.0002549,1.869329808,9.22E-05,,,,,0.0001979,3.51881E-05
0,-11520000,9.00E-07,0.006954,-1.94E-04,,,,,0.0001661,-2.91542E-05
319.08,-11520000,2.00E-06,0.029863968,-1.93E-04,,,,,0.0001661,-2.91542E-05
638.16,-11520000,4.90E-06,0.064302936,-1.90E-04,,,,,0.0001661,-2.91542E-05
957.24,-11520000,1.19E-05,0.126740903,-1.83E-04,,,,,0.0001661,-2.91542E-05
1276.32,-11520000,2.79E-05,0.249385871,-1.67E-04,,,,,0.0001661,-2.91542E-05
1595.4,-11520000,5.89E-05,0.476157839,-1.36E-04,,,,,0.0001661,-2.91542E-05
1914.48,-11520000,0.0001078,0.822428807,-8.75E-05,,,,,0.0001661,-2.91542E-05
2233.56,-11520000,0.0001632,1.207495774,-3.21E-05,,,,,0.0001661,-2.91542E-05
2552.64,-11520000,0.0002068,1.507101742,1.15E-05,,,,,0.0001661,-2.91542E-05
2871.72,-11520000,0.0002322,1.68171871,3.69E-05,,,,,0.0001661,-2.91542E-05
3190.8,-11520000,0.0002448,1.767031678,4.95E-05,,,,,0.0001661,-2.91542E-05
