h,T,lambda,M,s,,,,,lambda_fixedh=24,strain
19782.96,-26880000,0.0002549,1.854494001,-2.01E-04,,,,,3.50E-06,-0.000452093
20102.04,-26880000,0.0002549,1.854894968,-2.01E-04,,,,,3.50E-06,-0.000452093
20421.12,-26880000,0.0002549,1.855295936,-2.01E-04,,,,,3.50E-06,-0.000452093
20740.2,-26880000,0.0002549,1.855696904,-2.01E-04,,,,,3.50E-06,-0.000452093
21059.28,-26880000,0.0002549,1.856280872,-2.01E-04,,,,,3.50E-06,-0.000452093
21378.36,-26880000,0.0002549,1.856681839,-2.01E-04,,,,,3.50E-06,-0.000452093
21697.44,-26880000,0.0002549,1.856899807,-2.01E-04,,,,,3.50E-06,-0.000452093
22016.52,-26880000,0.000255,1.857300775,-2.01E-04,,,,,3.50E-06,-0.000452093
22335.6,-26880000,0.000255,1.857701743,-2.01E-04,,,,,3.50E-06,-0.000452093
22654.68,-26880000,0.000255,1.858102711,-2.01E-04,,,,,3.50E-06,-0.000452093
22973.76,-26880000,0.000255,1.858503678,-2.01E-04,,,,,3.50E-06,-0.000452093
23292.84,-26880000,0.000255,1.858904646,-2.01E-04,,,,,3.50E-06,-0.000452093
23611.92,-26880000,0.000255,1.859305614,-2.01E-04,,,,,3.50E-06,-0.000452093
23931,-26880000,0.000255,1.859706582,-2.01E-04,,,,,3.50E-06,-0.000452093
24250.08,-26880000,0.000255,1.860107549,-2.01E-04,,,,,3.50E-06,-0.000452093
24569.16,-26880000,0.000255,1.860691517,-2.01E-04,,,,,3.50E-06,-0.000452093
24888.24,-26880000,0.000255,1.861092485,-2.01E-04,,,,,3.50E-06,-0.000452093
25207.32,-26880000,0.000255,1.861493453,-2.01E-04,,,,,3.50E-06,-0.000452093
25526.4,-26880000,0.000255,1.86171142,-2.01E-04,,,,,3.50E-06,-0.000452093
25845.48,-26880000,0.000255,1.862112388,-2.01E-04,,,,,3.50E-06,-0.000452093
26164.56,-26880000,0.000255,1.862513356,-2.01E-04,,,,,3.50E-06,-0.000452093
26483.64,-26880000,0.000255,1.862914324,-2.01E-04,,,,,3.50E-06,-0.000452093
26802.72,-26880000,0.000255,1.863498291,-2.01E-04,,,,,3.50E-06,-0.000452093
27121.8,-26880000,0.000255,1.863716259,-2.01E-04,,,,,3.50E-06,-0.000452093
27440.88,-26880000,0.000255,1.864117227,-2.01E-04,,,,,3.50E-06,-0.000452093
27759.96,-26880000,0.000255,1.864518195,-2.01E-04,,,,,3.50E-06,-0.000452093
28079.04,-26880000,0.000255,1.864919162,-2.01E-04,,,,,3.50E-06,-0.000452093
28398.12,-26880000,0.000255,1.86532013,-2.01E-04,,,,,3.50E-06,-0.000452093
28717.2,-26880000,0.000255,1.865721098,-2.01E-04,,,,,3.50E-06,-0.000452093
29036.28,-26880000,0.000255,1.866122066,-2.01E-04,,,,,3.50E-06,-0.000452093
29355.36,-26880000,0.000255,1.866706033,-2.01E-04,,,,,3.50E-06,-0.000452093
29674.44,-26880000,0.0002549,1.867107001,-2.01E-04,,,,,3.50E-06,-0.000452093
29993.52,-26880000,0.0002549,1.867507969,-2.01E-04,,,,,3.50E-06,-0.000452093
30312.6,-26880000,0.0002549,1.867908937,-2.01E-04,,,,,3.50E-06,-0.000452093
30631.68,-26880000,0.0002549,1.868126904,-2.01E-04,,,,,3.50E-06,-0.000452093
30950.76,-26880000,0.0002549,1.868527872,-2.01E-04,,,,,3.50E-06,-0.000452093
31269.84,-26880000,0.0002549,1.86892884,-2.01E-04,,,,,3.50E-06,-0.000452093
31588.92,-26880000,0.0002549,1.869329808,-2.01E-04,,,,,3.50E-06,-0.000452093
0,-28800000,1.00E-07,0.002013,-4.88E-04,,,,,2.10E-06,-0.000486036
319.08,-28800000,1.00E-07,0.014674968,-4.88E-04,,,,,2.10E-06,-0.000486036
638.16,-28800000,1.00E-07,0.027702936,-4.88E-04,,,,,2.10E-06,-0.000486036
957.24,-28800000,1.00E-07,0.040364903,-4.88E-04,,,,,2.10E-06,-0.000486036
1276.32,-28800000,4.00E-07,0.053209871,-4.88E-04,,,,,2.10E-06,-0.000486036
1595.4,-28800000,5.00E-07,0.066786839,-4.88E-04,,,,,2.10E-06,-0.000486036
1914.48,-28800000,6.00E-07,0.079997807,-4.88E-04,,,,,2.10E-06,-0.000486036
2233.56,-28800000,1.10E-06,0.094306774,-4.87E-04,,,,,2.10E-06,-0.000486036
2552.64,-28800000,1.70E-06,0.110994742,-4.86E-04,,,,,2.10E-06,-0.000486036
2871.72,-28800000,3.40E-06,0.13298971,-4.85E-04,,,,,2.10E-06,-0.000486036
3190.8,-28800000,6.80E-06,0.166879678,-4.81E-04,,,,,2.10E-06,-0.000486036
3509.88,-28800000,1.40E-05,0.226572645,-4.74E-04,,,,,2.10E-06,-0.000486036
3828.96,-28800000,2.97E-05,0.339884613,-4.58E-04,,,,,2.10E-06,-0.000486036
4148.04,-28800000,5.90E-05,0.543232581,-4.29E-04,,,,,2.10E-06,-0.000486036
4467.12,-28800000,0.0001042,0.848694549,-3.84E-04,,,,,2.10E-06,-0.000486036
4786.2,-28800000,0.0001566,1.196429516,-3.32E-04,,,,,2.10E-06,-0.000486036
5105.28,-28800000,0.0002003,1.482859484,-2.88E-04,,,,,2.10E-06,-0.000486036
5424.36,-28800000,0.0002276,1.661868452,-2.61E-04,,,,,2.10E-06,-0.000486036
5743.44,-28800000,0.0002422,1.75541642,-2.46E-04,,,,,2.10E-06,-0.000486036
6062.52,-28800000,0.0002489,1.800286387,-2.39E-04,,,,,2.10E-06,-0.000486036
6381.6,-28800000,0.0002521,1.821183355,-2.36E-04,,,,,2.10E-06,-0.000486036
6700.68,-28800000,0.0002536,1.830185323,-2.35E-04,,,,,2.10E-06,-0.000486036
7019.76,-28800000,0.0002543,1.834795291,-2.34E-04,,,,,2.10E-06,-0.000486036
7338.84,-28800000,0.0002546,1.836843258,-2.34E-04,,,,,2.10E-06,-0.000486036
7657.92,-28800000,0.0002547,1.838159226,-2.33E-04,,,,,2.10E-06,-0.000486036
7977,-28800000,0.0002548,1.839109194,-2.33E-04,,,,,2.10E-06,-0.000486036
8296.08,-28800000,0.0002548,1.839693162,-2.33E-04,,,,,2.10E-06,-0.000486036
8615.16,-28800000,0.0002548,1.840277129,-2.33E-04,,,,,2.10E-06,-0.000486036
8934.24,-28800000,0.0002548,1.840678097,-2.33E-04,,,,,2.10E-06,-0.000486036
9253.32,-28800000,0.0002548,1.841079065,-2.33E-04,,,,,2.10E-06,-0.000486036
9572.4,-28800000,0.0002549,1.841480033,-2.33E-04,,,,,2.10E-06,-0.000486036
9891.48,-28800000,0.0002548,1.841881,-2.33E-04,,,,,2.10E-06,-0.000486036
10210.56,-28800000,0.0002548,1.842281968,-2.33E-04,,,,,2.10E-06,-0.000486036
10529.64,-28800000,0.0002549,1.842682936,-2.33E-04,,,,,2.10E-06,-0.000486036
10848.72,-28800000,0.0002549,1.843083904,-2.33E-04,,,,,2.10E-06,-0.000486036
11167.8,-28800000,0.0002549,1.843484871,-2.33E-04,,,,,2.10E-06,-0.000486036
11486.88,-28800000,0.0002549,1.844068839,-2.33E-04,,,,,2.10E-06,-0.000486036
11805.96,-28800000,0.0002548,1.844469807,-2.33E-04,,,,,2.10E-06,-0.000486036
12125.04,-28800000,0.0002549,1.844687775,-2.33E-04,,,,,2.10E-06,-0.000486036
12444.12,-28800000,0.0002549,1.845271742,-2.33E-04,,,,,2.10E-06,-0.000486036
12763.2,-28800000,0.0002549,1.84567271,-2.33E-04,,,,,2.10E-06,-0.000486036
13082.28,-28800000,0.0002549,1.845890678,-2.33E-04,,,,,2.10E-06,-0.000486036
13401.36,-28800000,0.0002549,1.846474646,-2.33E-04,,,,,2.10E-06,-0.000486036
13720.44,-28800000,0.0002548,1.846692613,-2.33E-04,,,,,2.10E-06,-0.000486036
14039.52,-28800000,0.0002548,1.847276581,-2.33E-04,,,,,2.10E-06,-0.000486036
14358.6,-28800000,0.0002549,1.847494549,-2.33E-04,,,,,2.10E-06,-0.000486036
14677.68,-28800000,0.0002549,1.848078517,-2.33E-04,,,,,2.10E-06,-0.000486036
14996.76,-28800000,0.0002549,1.848479484,-2.33E-04,,,,,2.10E-06,-0.000486036
15315.84,-28800000,0.0002549,1.848880452,-2.33E-04,,,,,2.10E-06,-0.000486036
15634.92,-28800000,0.0002549,1.84928142,-2.33E-04,,,,,2.10E-06,-0.000486036
15954,-28800000,0.0002549,1.849682388,-2.33E-04,,,,,2.10E-06,-0.000486036
16273.08,-28800000,0.0002549,1.850083355,-2.33E-04,,,,,2.10E-06,-0.000486036
16592.16,-28800000,0.0002549,1.850484323,-2.33E-04,,,,,2.10E-06,-0.000486036
16911.24,-28800000,0.0002549,1.850885291,-2.33E-04,,,,,2.10E-06,-0.000486036
17230.32,-28800000,0.0002549,1.851286259,-2.33E-04,,,,,2.10E-06,-0.000486036
17549.4,-28800000,0.0002549,1.851687226,-2.33E-04,,,,,2.10E-06,-0.000486036
17868.48,-28800000,0.0002549,1.852088194,-2.33E-04,,,,,2.10E-06,-0.000486036
18187.56,-28800000,0.0002549,1.852489162,-2.33E-04,,,,,2.10E-06,-0.000486036
18506.64,-28800000,0.0002549,1.85289013,-2.33E-04,,,,,2.10E-06,-0.000486036
18825.72,-28800000,0.0002549,1.853291097,-2.33E-04,,,,,2.10E-06,-0.000486036
19144.8,-28800000,0.0002549,1.853692065,-2.33E-04,,,,,2.10E-06,-0.000486036
19463.88,-28800000,0.0002549,1.854093033,-2.33E-04,,,,,2.10E-06,-0.000486036
19782.96,-28800000,0.0002549,1.854677001,-2.33E-04,,,,,2.10E-06,-0.000486036
20102.04,-28800000,0.0002549,1.854894968,-2.33E-04,,,,,2.10E-06,-0.000486036
20421.12,-28800000,0.0002549,1.855295936,-2.33E-04,,,,,2.10E-06,-0.000486036
20740.2,-28800000,0.0002549,1.855696904,-2.33E-04,,,,,2.10E-06,-0.000486036
21059.28,-28800000,0.0002549,1.856097872,-2.33E-04,,,,,2.10E-06,-0.000486036
21378.36,-28800000,0.0002549,1.856498839,-2.33E-04,,,,,2.10E-06,-0.000486036
21697.44,-28800000,0.0002549,1.857082807,-2.33E-04,,,,,2.10E-06,-0.000486036
22016.52,-28800000,0.0002549,1.857300775,-2.33E-04,,,,,2.10E-06,-0.000486036
22335.6,-28800000,0.0002549,1.857701743,-2.33E-04,,,,,2.10E-06,-0.000486036
22654.68,-28800000,0.000255,1.858102711,-2.33E-04,,,,,2.10E-06,-0.000486036
22973.76,-28800000,0.000255,1.858503678,-2.33E-04,,,,,2.10E-06,-0.000486036
23292.84,-28800000,0.000255,1.858904646,-2.33E-04,,,,,2.10E-06,-0.000486036
23611.92,-28800000,0.000255,1.859305614,-2.33E-04,,,,,2.10E-06,-0.000486036
23931,-28800000,0.000255,1.859706582,-2.33E-04,,,,,2.10E-06,-0.000486036
24250.08,-28800000,0.000255,1.860107549,-2.33E-04,,,,,2.10E-06,-0.000486036
24569.16,-28800000,0.000255,1.860508517,-2.33E-04,,,,,2.10E-06,-0.000486036
24888.24,-28800000,0.000255,1.860909485,-2.33E-04,,,,,2.10E-06,-0.000486036
25207.32,-28800000,0.000255,1.861493453,-2.33E-04,,,,,2.10E-06,-0.000486036
25526.4,-28800000,0.000255,1.86189442,-2.33E-04,,,,,2.10E-06,-0.000486036
25845.48,-28800000,0.000255,1.862295388,-2.33E-04,,,,,2.10E-06,-0.000486036
26164.56,-28800000,0.000255,1.862696356,-2.33E-04,,,,,2.10E-06,-0.000486036
26483.64,-28800000,0.000255,1.863097324,-2.33E-04,,,,,2.10E-06,-0.000486036
26802.72,-28800000,0.000255,1.863498291,-2.33E-04,,,,,2.10E-06,-0.000486036
27121.8,-28800000,0.000255,1.863716259,-2.33E-04,,,,,2.10E-06,-0.000486036
27440.88,-28800000,0.000255,1.864117227,-2.33E-04,,,,,2.10E-06,-0.000486036
27759.96,-28800000,0.000255,1.864518195,-2.33E-04,,,,,2.10E-06,-0.000486036
28079.04,-28800000,0.000255,1.864919162,-2.33E-04,,,,,2.10E-06,-0.000486036
28398.12,-28800000,0.000255,1.86532013,-2.33E-04,,,,,2.10E-06,-0.000486036
28717.2,-28800000,0.000255,1.865721098,-2.33E-04,,,,,2.10E-06,-0.000486036
29036.28,-28800000,0.000255,1.866122066,-2.33E-04,,,,,2.10E-06,-0.000486036
29355.36,-28800000,0.000255,1.866523033,-2.33E-04,,,,,2.10E-06,-0.000486036
29674.44,-28800000,0.000255,1.867107001,-2.33E-04,,,,,2.10E-06,-0.000486036
29993.52,-28800000,0.0002549,1.867507969,-2.33E-04,,,,,2.10E-06,-0.000486036
30312.6,-28800000,0.0002549,1.867908937,-2.33E-04,,,,,2.10E-06,-0.000486036
30631.68,-28800000,0.0002549,1.868309904,-2.33E-04,,,,,2.10E-06,-0.000486036
30950.76,-28800000,0.0002549,1.868710872,-2.33E-04,,,,,2.10E-06,-0.000486036
31269.84,-28800000,0.0002549,1.86911184,-2.33E-04,,,,,2.10E-06,-0.000486036
31588.92,-28800000,0.0002549,1.869329808,-2.33E-04,,,,,2.10E-06,-0.000486036
0,-30720000,1.00E-07,0.002013,-5.21E-04,,,,,1.30E-06,-0.000519378
319.08,-30720000,1.00E-07,0.014674968,-5.21E-04,,,,,1.30E-06,-0.000519378
638.16,-30720000,1.00E-07,0.027336936,-5.21E-04,,,,,1.30E-06,-0.000519378
957.24,-30720000,1.00E-07,0.039815903,-5.21E-04,,,,,1.30E-06,-0.000519378
1276.32,-30720000,4.00E-07,0.052477871,-5.20E-04,,,,,1.30E-06,-0.000519378
1595.4,-30720000,4.00E-07,0.065322839,-5.20E-04,,,,,1.30E-06,-0.000519378
1914.48,-30720000,5.00E-07,0.078350807,-5.20E-04,,,,,1.30E-06,-0.000519378
2233.56,-30720000,9.00E-07,0.091744774,-5.20E-04,,,,,1.30E-06,-0.000519378
2552.64,-30720000,1.10E-06,0.106236742,-5.20E-04,,,,,1.30E-06,-0.000519378
2871.72,-30720000,2.20E-06,0.12292471,-5.18E-04,,,,,1.30E-06,-0.000519378
3190.8,-30720000,3.90E-06,0.145834678,-5.17E-04,,,,,1.30E-06,-0.000519378
3509.88,-30720000,7.40E-06,0.181005645,-5.13E-04,,,,,1.30E-06,-0.000519378
3828.96,-30720000,1.54E-05,0.244724613,-5.05E-04,,,,,1.30E-06,-0.000519378
4148.04,-30720000,3.19E-05,0.363160581,-4.89E-04,,,,,1.30E-06,-0.000519378
4467.12,-30720000,6.25E-05,0.572730549,-4.58E-04,,,,,1.30E-06,-0.000519378
4786.2,-30720000,0.0001085,0.881852516,-4.12E-04,,,,,1.30E-06,-0.000519378
5105.28,-30720000,0.0001605,1.223914484,-3.60E-04,,,,,1.30E-06,-0.000519378
5424.36,-30720000,0.0002026,1.499913452,-3.18E-04,,,,,1.30E-06,-0.000519378
5743.44,-30720000,0.0002288,1.67013842,-2.92E-04,,,,,1.30E-06,-0.000519378
6062.52,-30720000,0.0002428,1.759477387,-2.78E-04,,,,,1.30E-06,-0.000519378
6381.6,-30720000,0.0002492,1.802334355,-2.71E-04,,,,,1.30E-06,-0.000519378
6700.68,-30720000,0.0002523,1.822133323,-2.68E-04,,,,,1.30E-06,-0.000519378
7019.76,-30720000,0.0002536,1.830952291,-2.67E-04,,,,,1.30E-06,-0.000519378
7338.84,-30720000,0.0002543,1.835196258,-2.66E-04,,,,,1.30E-06,-0.000519378
7657.92,-30720000,0.0002546,1.837244226,-2.66E-04,,,,,1.30E-06,-0.000519378
7977,-30720000,0.0002547,1.838560194,-2.66E-04,,,,,1.30E-06,-0.000519378
8296.08,-30720000,0.0002548,1.839510162,-2.66E-04,,,,,1.30E-06,-0.000519378
8615.16,-30720000,0.0002548,1.840094129,-2.66E-04,,,,,1.30E-06,-0.000519378
8934.24,-30720000,0.0002549,1.840495097,-2.66E-04,,,,,1.30E-06,-0.000519378
9253.32,-30720000,0.0002548,1.840896065,-2.66E-04,,,,,1.30E-06,-0.000519378
9572.4,-30720000,0.0002548,1.841480033,-2.66E-04,,,,,1.30E-06,-0.000519378
9891.48,-30720000,0.0002549,1.841881,-2.66E-04,,,,,1.30E-06,-0.000519378
10210.56,-30720000,0.0002549,1.842281968,-2.66E-04,,,,,1.30E-06,-0.000519378
10529.64,-30720000,0.0002548,1.842682936,-2.66E-04,,,,,1.30E-06,-0.000519378
10848.72,-30720000,0.0002548,1.843083904,-2.66E-04,,,,,1.30E-06,-0.000519378
11167.8,-30720000,0.0002549,1.843484871,-2.66E-04,,,,,1.30E-06,-0.000519378
11486.88,-30720000,0.0002549,1.843885839,-2.66E-04,,,,,1.30E-06,-0.000519378
11805.96,-30720000,0.0002549,1.844286807,-2.66E-04,,,,,1.30E-06,-0.000519378
12125.04,-30720000,0.0002549,1.844687775,-2.66E-04,,,,,1.30E-06,-0.000519378
12444.12,-30720000,0.0002548,1.845271742,-2.66E-04,,,,,1.30E-06,-0.000519378
12763.2,-30720000,0.0002549,1.84548971,-2.66E-04,,,,,1.30E-06,-0.000519378
13082.28,-30720000,0.0002549,1.845890678,-2.66E-04,,,,,1.30E-06,-0.000519378
13401.36,-30720000,0.0002549,1.846474646,-2.66E-04,,,,,1.30E-06,-0.000519378
13720.44,-30720000,0.0002549,1.846692613,-2.66E-04,,,,,1.30E-06,-0.000519378
14039.52,-30720000,0.0002549,1.847276581,-2.66E-04,,,,,1.30E-06,-0.000519378
14358.6,-30720000,0.0002548,1.847677549,-2.66E-04,,,,,1.30E-06,-0.000519378
14677.68,-30720000,0.0002549,1.848078517,-2.66E-04,,,,,1.30E-06,-0.000519378
14996.76,-30720000,0.0002549,1.848479484,-2.66E-04,,,,,1.30E-06,-0.000519378
15315.84,-30720000,0.0002549,1.848880452,-2.66E-04,,,,,1.30E-06,-0.000519378
15634.92,-30720000,0.0002549,1.84928142,-2.66E-04,,,,,1.30E-06,-0.000519378
15954,-30720000,0.0002549,1.849682388,-2.66E-04,,,,,1.30E-06,-0.000519378
16273.08,-30720000,0.0002549,1.850083355,-2.66E-04,,,,,1.30E-06,-0.000519378
16592.16,-30720000,0.0002549,1.850484323,-2.66E-04,,,,,1.30E-06,-0.000519378
16911.24,-30720000,0.0002549,1.850702291,-2.66E-04,,,,,1.30E-06,-0.000519378
17230.32,-30720000,0.0002549,1.851286259,-2.66E-04,,,,,1.30E-06,-0.000519378
17549.4,-30720000,0.0002549,1.851687226,-2.66E-04,,,,,1.30E-06,-0.000519378
17868.48,-30720000,0.0002549,1.852088194,-2.66E-04,,,,,1.30E-06,-0.000519378
18187.56,-30720000,0.0002549,1.852489162,-2.66E-04,,,,,1.30E-06,-0.000519378
18506.64,-30720000,0.0002549,1.85289013,-2.66E-04,,,,,1.30E-06,-0.000519378
18825.72,-30720000,0.0002549,1.853474097,-2.66E-04,,,,,1.30E-06,-0.000519378
19144.8,-30720000,0.0002549,1.853692065,-2.66E-04,,,,,1.30E-06,-0.000519378
19463.88,-30720000,0.0002549,1.854093033,-2.66E-04,,,,,1.30E-06,-0.000519378
19782.96,-30720000,0.0002549,1.854494001,-2.66E-04,,,,,1.30E-06,-0.000519378
20102.04,-30720000,0.0002549,1.854894968,-2.66E-04,,,,,1.30E-06,-0.000519378
20421.12,-30720000,0.0002549,1.855478936,-2.66E-04,,,,,1.30E-06,-0.000519378
20740.2,-30720000,0.0002549,1.855696904,-2.66E-04,,,,,1.30E-06,-0.000519378
21059.28,-30720000,0.0002549,1.856097872,-2.66E-04,,,,,1.30E-06,-0.000519378
21378.36,-30720000,0.0002549,1.856498839,-2.66E-04,,,,,1.30E-06,-0.000519378
21697.44,-30720000,0.0002549,1.856899807,-2.66E-04,,,,,1.30E-06,-0.000519378
22016.52,-30720000,0.0002549,1.857483775,-2.66E-04,,,,,1.30E-06,-0.000519378
22335.6,-30720000,0.0002549,1.857884743,-2.66E-04,,,,,1.30E-06,-0.000519378
22654.68,-30720000,0.000255,1.858102711,-2.66E-04,,,,,1.30E-06,-0.000519378
22973.76,-30720000,0.000255,1.858503678,-2.66E-04,,,,,1.30E-06,-0.000519378
23292.84,-30720000,0.000255,1.858904646,-2.66E-04,,,,,1.30E-06,-0.000519378
23611.92,-30720000,0.000255,1.859305614,-2.66E-04,,,,,1.30E-06,-0.000519378
23931,-30720000,0.000255,1.859706582,-2.66E-04,,,,,1.30E-06,-0.000519378
24250.08,-30720000,0.000255,1.860107549,-2.66E-04,,,,,1.30E-06,-0.000519378
24569.16,-30720000,0.000255,1.860508517,-2.66E-04,,,,,1.30E-06,-0.000519378
24888.24,-30720000,0.000255,1.860909485,-2.66E-04,,,,,1.30E-06,-0.000519378
25207.32,-30720000,0.000255,1.861493453,-2.66E-04,,,,,1.30E-06,-0.000519378
25526.4,-30720000,0.000255,1.86189442,-2.66E-04,,,,,1.30E-06,-0.000519378
25845.48,-30720000,0.000255,1.862112388,-2.66E-04,,,,,1.30E-06,-0.000519378
26164.56,-30720000,0.000255,1.862696356,-2.66E-04,,,,,1.30E-06,-0.000519378
26483.64,-30720000,0.000255,1.863097324,-2.66E-04,,,,,1.30E-06,-0.000519378
26802.72,-30720000,0.000255,1.863498291,-2.66E-04,,,,,1.30E-06,-0.000519378
27121.8,-30720000,0.000255,1.863899259,-2.66E-04,,,,,1.30E-06,-0.000519378
27440.88,-30720000,0.000255,1.864300227,-2.66E-04,,,,,1.30E-06,-0.000519378
27759.96,-30720000,0.000255,1.864701195,-2.66E-04,,,,,1.30E-06,-0.000519378
28079.04,-30720000,0.000255,1.865102162,-2.66E-04,,,,,1.30E-06,-0.000519378
28398.12,-30720000,0.000255,1.86550313,-2.66E-04,,,,,1.30E-06,-0.000519378
28717.2,-30720000,0.000255,1.865721098,-2.66E-04,,,,,1.30E-06,-0.000519378
29036.28,-30720000,0.000255,1.866305066,-2.66E-04,,,,,1.30E-06,-0.000519378
29355.36,-30720000,0.000255,1.866523033,-2.66E-04,,,,,1.30E-06,-0.000519378
29674.44,-30720000,0.000255,1.866924001,-2.66E-04,,,,,1.30E-06,-0.000519378
29993.52,-30720000,0.000255,1.867324969,-2.66E-04,,,,,1.30E-06,-0.000519378
30312.6,-30720000,0.000255,1.867725937,-2.66E-04,,,,,1.30E-06,-0.000519378
30631.68,-30720000,0.000255,1.868126904,-2.66E-04,,,,,1.30E-06,-0.000519378
30950.76,-30720000,0.000255,1.868710872,-2.66E-04,,,,,1.30E-06,-0.000519378
31269.84,-30720000,0.0002549,1.86911184,-2.66E-04,,,,,1.30E-06,-0.000519378
31588.92,-30720000,0.0002549,1.869512808,-2.66E-04,,,,,1.30E-06,-0.000519378
0,-32640000,1.00E-07,0.002196,-5.53E-04,,,,,9.00E-07,-0.00055232
319.08,-32640000,1.00E-07,0.014674968,-5.53E-04,,,,,9.00E-07,-0.00055232
638.16,-32640000,1.00E-07,0.027336936,-5.53E-04,,,,,9.00E-07,-0.00055232
957.24,-32640000,1.00E-07,0.039998903,-5.53E-04,,,,,9.00E-07,-0.00055232
1276.32,-32640000,4.00E-07,0.051928871,-5.53E-04,,,,,9.00E-07,-0.00055232
1595.4,-32640000,4.00E-07,0.064773839,-5.53E-04,,,,,9.00E-07,-0.00055232
1914.48,-32640000,4.00E-07,0.077435807,-5.53E-04,,,,,9.00E-07,-0.00055232
2233.56,-32640000,8.00E-07,0.090646774,-5.52E-04,,,,,9.00E-07,-0.00055232
2552.64,-32640000,9.00E-07,0.103674742,-5.52E-04,,,,,9.00E-07,-0.00055232
2871.72,-32640000,1.60E-06,0.11834971,-5.52E-04,,,,,9.00E-07,-0.00055232
3190.8,-32640000,2.60E-06,0.135403678,-5.51E-04,,,,,9.00E-07,-0.00055232
3509.88,-32640000,4.10E-06,0.158679645,-5.49E-04,,,,,9.00E-07,-0.00055232
3828.96,-32640000,8.20E-06,0.195131613,-5.45E-04,,,,,9.00E-07,-0.00055232
4148.04,-32640000,1.67E-05,0.261595581,-5.37E-04,,,,,9.00E-07,-0.00055232
4467.12,-32640000,3.40E-05,0.385155549,-5.19E-04,,,,,9.00E-07,-0.00055232
4786.2,-32640000,6.56E-05,0.601313516,-4.88E-04,,,,,9.00E-07,-0.00055232
5105.28,-32640000,0.0001124,0.912631484,-4.41E-04,,,,,9.00E-07,-0.00055232
5424.36,-32640000,0.0001639,1.249386452,-3.89E-04,,,,,9.00E-07,-0.00055232
5743.44,-32640000,0.0002047,1.51550342,-3.49E-04,,,,,9.00E-07,-0.00055232
6062.52,-32640000,0.0002298,1.678774387,-3.23E-04,,,,,9.00E-07,-0.00055232
6381.6,-32640000,0.0002432,1.763172355,-3.10E-04,,,,,9.00E-07,-0.00055232
6700.68,-32640000,0.0002493,1.804016323,-3.04E-04,,,,,9.00E-07,-0.00055232
7019.76,-32640000,0.0002523,1.823083291,-3.01E-04,,,,,9.00E-07,-0.00055232
7338.84,-32640000,0.0002537,1.831353258,-3.00E-04,,,,,9.00E-07,-0.00055232
7657.92,-32640000,0.0002543,1.835597226,-2.99E-04,,,,,9.00E-07,-0.00055232
7977,-32640000,0.0002546,1.838194194,-2.99E-04,,,,,9.00E-07,-0.00055232
8296.08,-32640000,0.0002547,1.838961162,-2.99E-04,,,,,9.00E-07,-0.00055232
8615.16,-32640000,0.0002547,1.839911129,-2.99E-04,,,,,9.00E-07,-0.00055232
8934.24,-32640000,0.0002548,1.840312097,-2.98E-04,,,,,9.00E-07,-0.00055232
9253.32,-32640000,0.0002548,1.840896065,-2.98E-04,,,,,9.00E-07,-0.00055232
9572.4,-32640000,0.0002549,1.841297033,-2.98E-04,,,,,9.00E-07,-0.00055232
9891.48,-32640000,0.0002548,1.841881,-2.98E-04,,,,,9.00E-07,-0.00055232
10210.56,-32640000,0.0002548,1.842281968,-2.98E-04,,,,,9.00E-07,-0.00055232
10529.64,-32640000,0.0002549,1.842682936,-2.98E-04,,,,,9.00E-07,-0.00055232
10848.72,-32640000,0.0002549,1.843083904,-2.98E-04,,,,,9.00E-07,-0.00055232
11167.8,-32640000,0.0002548,1.843484871,-2.98E-04,,,,,9.00E-07,-0.00055232
11486.88,-32640000,0.0002548,1.843885839,-2.98E-04,,,,,9.00E-07,-0.00055232
11805.96,-32640000,0.0002549,1.844286807,-2.98E-04,,,,,9.00E-07,-0.00055232
12125.04,-32640000,0.0002549,1.844870775,-2.98E-04,,,,,9.00E-07,-0.00055232
12444.12,-32640000,0.0002549,1.845088742,-2.98E-04,,,,,9.00E-07,-0.00055232
12763.2,-32640000,0.0002548,1.84548971,-2.98E-04,,,,,9.00E-07,-0.00055232
13082.28,-32640000,0.0002548,1.846073678,-2.98E-04,,,,,9.00E-07,-0.00055232
13401.36,-32640000,0.0002549,1.846474646,-2.98E-04,,,,,9.00E-07,-0.00055232
13720.44,-32640000,0.0002549,1.846692613,-2.98E-04,,,,,9.00E-07,-0.00055232
14039.52,-32640000,0.0002549,1.847276581,-2.98E-04,,,,,9.00E-07,-0.00055232
14358.6,-32640000,0.0002549,1.847677549,-2.98E-04,,,,,9.00E-07,-0.00055232
14677.68,-32640000,0.0002549,1.847895517,-2.98E-04,,,,,9.00E-07,-0.00055232
14996.76,-32640000,0.0002548,1.848479484,-2.98E-04,,,,,9.00E-07,-0.00055232
15315.84,-32640000,0.0002549,1.848697452,-2.98E-04,,,,,9.00E-07,-0.00055232
15634.92,-32640000,0.0002549,1.84928142,-2.98E-04,,,,,9.00E-07,-0.00055232
15954,-32640000,0.0002549,1.849499388,-2.98E-04,,,,,9.00E-07,-0.00055232
16273.08,-32640000,0.0002549,1.850083355,-2.98E-04,,,,,9.00E-07,-0.00055232
16592.16,-32640000,0.0002549,1.850484323,-2.98E-04,,,,,9.00E-07,-0.00055232
16911.24,-32640000,0.0002549,1.850885291,-2.98E-04,,,,,9.00E-07,-0.00055232
