,h,T,M,Lambda_lhs,e
1099,31755.71971,-21126236.64,1.869722414,2.55E-04,-1.03E-04
1100,26284.18254,-30598954.4,1.862663678,2.55E-04,-2.64E-04
1101,22971.60856,-27610202.33,1.858500975,2.55E-04,-2.13E-04
1102,9876.716701,-20022768.31,1.842045448,2.55E-04,-8.44E-05
1103,29911.37481,-13608679.11,1.867404742,2.55E-04,2.43E-05
1104,18482.43967,-27965528.93,1.852859719,0.0002549,-2.19E-04
1105,27378.88555,-30000262.95,1.864039322,2.55E-04,-2.53E-04
1106,26868.10871,-39966143.22,1.863580461,2.55E-04,-4.22E-04
1107,15890.56219,-17396366.75,1.849785669,0.0002549,-4.00E-05
1108,6250.458315,-4733171.634,1.837488558,2.55E-04,1.75E-04
1109,2419.262724,-17730810.93,0.970561135,0.000128,-1.73E-04
1110,8174.474438,-10608272.29,1.839906348,2.55E-04,7.52E-05
1111,7930.18242,-46678783.3,1.828619361,2.53E-04,-5.38E-04
1112,16616.51094,-27098338.52,1.850514923,0.0002549,-2.04E-04
1113,9037.200122,-36572326.64,1.840807481,2.55E-04,-3.65E-04
1114,18083.55508,-4079896.872,1.852358466,2.55E-04,1.86E-04
1115,30899.18007,-36422967.56,1.868646055,0.0002549,-3.62E-04
1116,6912.316979,-34029837.68,1.835758274,2.55E-04,-3.22E-04
1117,11454.95212,-33370838.87,1.843845717,2.55E-04,-3.11E-04
1118,21350.59101,-42761313.39,1.856463944,0.0002549,-4.70E-04
1119,27334.43965,-29256560.84,1.86398347,2.55E-04,-2.41E-04
1120,19287.39702,-13782415.52,1.853871258,2.55E-04,2.14E-05
1121,26521.53243,-41036630.95,1.863144941,2.55E-04,-4.41E-04
1122,10684.82893,-19334450.73,1.843060952,2.55E-04,-7.27E-05
1123,24062.65521,-33337721.83,1.860055024,2.55E-04,-3.10E-04
1124,21880.74499,-38711890.77,1.857313155,0.0002549,-4.01E-04
1125,14280.52325,-41020417.81,1.847396435,2.55E-04,-4.40E-04
1126,28292.63758,-1499281.418,1.865187577,2.55E-04,2.30E-04
1127,606.5118428,-3804664.696,0.678777165,9.19E-05,2.74E-05
1128,18153.54726,-46778814.24,1.85244642,2.55E-04,-5.38E-04
1129,16247.5009,-15431781.14,1.850051212,0.0002549,-6.66E-06
1130,15448.06206,-43026384.34,1.849046607,2.55E-04,-4.74E-04
1131,14106.86792,-4298933.287,1.847361213,0.0002549,1.82E-04
1132,11810.54777,-33903212.76,1.844475572,2.55E-04,-3.20E-04
1133,3222.850391,-47125499.02,0.126110953,1.60E-06,-7.97E-04
1134,21392.04102,-9218794.067,1.856699032,0.0002549,9.86E-05
1135,7196.825925,-10643648.36,1.838677798,2.55E-04,7.46E-05
1136,21182.78261,-13279627.39,1.85625307,2.55E-04,2.99E-05
1137,19910.07668,-2131743.131,1.85483674,0.0002549,2.19E-04
1138,28731.44379,-39890562.08,1.865921997,2.55E-04,-4.21E-04
1139,12870.00166,-22097736.09,1.845806921,2.55E-04,-1.20E-04
1140,12582.12819,-31442745.17,1.845445169,2.55E-04,-2.78E-04
1141,25798.57447,-16589217.15,1.862053445,0.0002549,-2.63E-05
1142,14161.2102,-11756866.71,1.847429502,0.0002549,5.56E-05
1143,5408.874625,-43463091.64,0.890503992,0.0001085,-6.28E-04
1144,27700.65495,-13875826.02,1.86444367,0.0002549,1.97E-05
1145,6567.956612,-15951028.09,1.837887538,2.55E-04,-1.54E-05
1146,6976.049223,-9939231.72,1.838400362,2.55E-04,8.65E-05
1147,16869.13035,-46987725.07,1.850832374,2.55E-04,-5.41E-04
1148,13243.73261,-20770560.04,1.846276565,2.55E-04,-9.70E-05
1149,5880.86894,-18904532.24,1.836475118,2.55E-04,-6.54E-05
1150,790.2681118,-27735904.29,0.03576308,2.00E-07,-4.70E-04
1151,12179.71275,-35153296.81,1.844939478,2.55E-04,-3.41E-04
1152,1902.66865,-43936364.98,0.075773964,4.00E-07,-7.44E-04
1153,25955.08488,-10591847.11,1.862433122,0.0002549,7.54E-05
1154,8761.608963,-22033357.77,1.840644163,2.55E-04,-1.18E-04
1155,18912.24276,-4348664.581,1.853399825,2.55E-04,1.81E-04
1156,14645.74904,-4380961.042,1.848038391,0.0002549,1.81E-04
1157,6739.729172,-23475913.06,1.837920393,2.55E-04,-1.43E-04
1158,17003.50362,-45093790.67,1.851001233,2.55E-04,-5.09E-04
1159,16919.4373,-25602563.41,1.850895592,0.0002549,-1.79E-04
1160,17822.43898,-26189436.52,1.852030337,0.0002549,-1.89E-04
1161,28810.10516,-4010908.334,1.865837846,2.55E-04,1.87E-04
1162,28879.6165,-9007354.294,1.865925196,2.55E-04,1.02E-04
1163,23413.84692,-17212077.85,1.859239708,2.55E-04,-3.67E-05
1164,17483.47266,-32566914.33,1.85160438,0.0002549,-2.97E-04
1165,21595.56591,-26472132.91,1.856771788,2.55E-04,-1.94E-04
1166,18236.95276,-3315933.118,1.852551231,2.55E-04,1.99E-04
1167,12762.50027,-43444157.01,1.845671831,2.55E-04,-4.81E-04
1168,27315.73871,-33073501.9,1.86395997,2.55E-04,-3.06E-04
1169,6725.688783,-43650288.27,1.76104275,2.43E-04,-4.97E-04
1170,5163.266316,-35313966.67,1.574981352,2.15E-04,-3.84E-04
1171,4643.222361,-9330711.313,1.835102845,2.55E-04,9.69E-05
1172,9842.122114,-15085465.32,1.842001975,2.55E-04,-6.86E-07
1173,29962.32017,-20118534.96,1.867468762,0.0002549,-8.61E-05
1174,6585.568826,-3216543.691,1.83790967,2.55E-04,2.00E-04
1175,11699.79169,-11922796.02,1.844336392,0.0002549,5.28E-05
1176,10009.07122,-3644579.54,1.84221177,0.0002549,1.93E-04
1177,7472.035183,-27213911,1.838840636,2.55E-04,-2.06E-04
1178,18357.31521,-30615366.85,1.852702483,0.0002549,-2.64E-04
1179,7957.727131,-25252319.49,1.839450975,2.55E-04,-1.73E-04
1180,18493.78008,-19896582.69,1.853056969,0.0002549,-8.23E-05
1181,28535.64932,-20613801.47,1.865675955,0.0002549,-9.45E-05
1182,19930.14124,-35261327.34,1.854678954,0.0002549,-3.43E-04
1183,10395.2653,-25361213.76,1.842697076,2.55E-04,-1.75E-04
1184,25543.20035,-20828497.28,1.861915532,0.0002549,-9.81E-05
1185,1650.345001,-34975193.17,0.069234885,5.00E-07,-5.92E-04
1186,28029.73831,-25669920.82,1.865040208,0.0002549,-1.80E-04
1187,14918.42855,-7606281.434,1.84838105,0.0002549,1.26E-04
1188,19744.40843,-23091019.2,1.854628555,0.0002549,-1.36E-04
1189,26932.83716,-33949536.66,1.863661801,2.55E-04,-3.20E-04
1190,6804.086713,-13342339.19,1.838184268,2.55E-04,2.89E-05
1191,22520.57145,-26070694.96,1.857934185,2.55E-04,-1.87E-04
1192,18671.78176,-31505739.53,1.853097653,0.0002549,-2.79E-04
1193,10813.00973,-44536232.26,1.843039029,2.55E-04,-5.00E-04
1194,12395.91977,-11584821.49,1.845211172,0.0002549,5.85E-05
1195,17531.34791,-37272323.4,1.851664542,0.0002549,-3.77E-04
1196,14123.21142,-34582468.58,1.847381751,2.55E-04,-3.31E-04
1197,29471.03936,-23194879.03,1.8668514,0.0002549,-1.38E-04
1198,31638.22279,-10620524.57,1.869574763,2.55E-04,7.50E-05
1199,13275.70287,-36949220.66,1.84613374,2.55E-04,-3.71E-04
1200,25452.96206,-21546768.68,1.861802135,0.0002549,-1.10E-04
1201,30031.17949,-45597611.43,1.867555293,2.55E-04,-5.18E-04
1202,11849.95337,-32950300.4,1.844342091,2.55E-04,-3.03E-04
1203,27789.61636,-2366289.141,1.864555462,2.55E-04,2.15E-04
1204,29797.81412,-42227405.3,1.867079038,2.55E-04,-4.61E-04
1205,26646.43828,-28241789.14,1.863118902,2.55E-04,-2.24E-04
1206,23024.5833,-818800.6024,1.858567545,0.0002549,2.41E-04
1207,26185.67885,-15204943.93,1.862539895,0.0002549,-2.81E-06
1208,20624.41718,-47225726.89,1.855551407,0.0002549,-5.46E-04
1209,2939.198474,-33019167.81,0.169674506,8.30E-06,-5.51E-04
1210,2107.846821,-14331180.37,1.069538798,0.0001433,-9.96E-05
1211,17244.72268,-18379238.71,1.851304358,0.0002549,-5.66E-05
1212,30511.64769,-4897862.362,1.867976067,2.55E-04,1.72E-04
1213,10883.80001,-42501791.93,1.843127986,2.55E-04,-4.65E-04
1214,6735.607624,-535979.2078,1.838098214,2.55E-04,2.46E-04
1215,9183.999098,-12489463.45,1.841174954,2.55E-04,4.33E-05
1216,29882.27829,-37425514.61,1.867185178,2.55E-04,-3.79E-04
1217,13672.4855,-45798800.24,1.846815352,2.55E-04,-5.21E-04
1218,15254.28564,-22982328.49,1.848803101,0.0002549,-1.35E-04
1219,19618.07624,-15722032.27,1.854286802,2.55E-04,-1.15E-05
1220,30945.45676,-47217358.87,1.868704208,2.55E-04,-5.45E-04
1221,14290.37857,-5538149.438,1.847591819,0.0002549,1.61E-04
1222,193.1835549,-2574106.644,0.379235762,5.16E-05,7.97E-06
1223,16510.22129,-39432759.1,1.850381356,2.55E-04,-4.13E-04
1224,2244.029604,-43505395.22,0.089195931,7.00E-07,-7.37E-04
1225,26171.14287,-18710727.02,1.862704628,0.0002549,-6.22E-05
1226,19578.69356,-17524185.58,1.854237312,2.55E-04,-4.20E-05
1227,30506.14845,-40633697.82,1.867969157,2.55E-04,-4.34E-04
1228,21451.35313,-2708912.422,1.856590565,0.0002549,2.09E-04
1229,3567.086596,-18987589.27,1.730172533,2.39E-04,-8.28E-05
1230,27721.06925,-13362298.08,1.864652323,0.0002549,2.84E-05
1231,31086.46897,-16457544.01,1.868698409,2.55E-04,-2.39E-05
1232,5119.276397,-44954050.95,0.481867072,4.64E-05,-7.16E-04
1233,29837.97464,-42138561.55,1.867312505,2.55E-04,-4.59E-04
1234,21374.62395,-12285220.4,1.856677145,2.55E-04,4.68E-05
1235,459.2005171,-41761875.62,0.019975048,1.00E-07,-7.08E-04
1236,23030.2326,-15923434.9,1.858574644,2.55E-04,-1.49E-05
1237,3647.854308,-34949032.02,0.311658029,2.62E-05,-5.66E-04
1238,7545.514774,-17654741.8,1.838932974,2.55E-04,-4.42E-05
1239,11935.69868,-22083927.17,1.844632841,2.55E-04,-1.19E-04
1240,9639.922413,-12269200.97,1.841564884,2.55E-04,4.70E-05
1241,31330.089,-39946997.83,1.869187551,2.55E-04,-4.22E-04
1242,29760.45286,-1940781.862,1.867032088,2.55E-04,2.22E-04
1243,8638.166107,-1710177.762,1.84048904,2.55E-04,2.26E-04
1244,12896.77511,-47023029.68,1.845657566,2.55E-04,-5.42E-04
1245,9397.945428,-8677270.314,1.841443807,2.55E-04,1.08E-04
1246,16464.74152,-607475.3964,1.850507204,0.0002549,2.45E-04
1247,1494.232967,-15534578.23,0.303827709,3.45E-05,-2.29E-04
1248,27559.75022,-2446240.027,1.864266604,2.55E-04,2.14E-04
1249,12299.72438,-254470.5771,1.84527329,0.0002549,2.51E-04
1250,23344.36445,-12498748.25,1.859152394,0.0002549,4.31E-05
1251,14354.59451,-33059982.54,1.847672515,2.55E-04,-3.05E-04
1252,27965.79447,-29507922.81,1.864776854,2.55E-04,-2.45E-04
1253,28352.4494,-41971344.56,1.865445739,2.55E-04,-4.56E-04
1254,8466.871909,-28053468.01,1.840090785,2.55E-04,-2.20E-04
1255,29132.86968,-16242623.06,1.866426444,0.0002549,-2.04E-05
1256,18185.76882,-40319426.08,1.852486911,0.0002549,-4.28E-04
1257,5626.439392,-28418023.24,1.826639392,2.53E-04,-2.29E-04
1258,7845.588304,-42739544.04,1.835284057,2.54E-04,-4.70E-04
1259,27882.27296,-6125498.562,1.864854898,2.55E-04,1.51E-04
1260,25621.68829,-34333499.77,1.862014163,2.55E-04,-3.27E-04
1261,9464.062459,-19503762.95,1.841343892,2.55E-04,-7.56E-05
1262,9031.311483,-26634141.38,1.840800081,2.55E-04,-1.96E-04
1263,14854.32397,-28657178.18,1.848300494,2.55E-04,-2.31E-04
1264,25009.44517,-42983659.09,1.861061796,2.55E-04,-4.74E-04
1265,808.1294001,-12362901.47,0.141742525,1.49E-05,-1.95E-04
1266,16718.1933,-45356815.71,1.850642701,2.55E-04,-5.14E-04
1267,7697.180768,-27809935.31,1.839123563,2.55E-04,-2.16E-04
1268,14053.85036,-30773546.2,1.847294589,2.55E-04,-2.67E-04
1269,23008.16822,-22542732.76,1.858546917,2.55E-04,-1.27E-04
1270,19950.82164,-39726242.29,1.854704942,0.0002549,-4.18E-04
1271,25179.97261,-10047164.23,1.861459087,0.0002549,8.46E-05
1272,12360.50615,-24328283.82,1.84498367,2.55E-04,-1.57E-04
1273,24957.76943,-38259909.22,1.860996858,2.55E-04,-3.93E-04
1274,2261.417195,-12418758.75,1.459887781,2.00E-04,-1.05E-05
1275,16670.34375,-36345899.64,1.850582572,2.55E-04,-3.61E-04
1276,21522.62906,-41640937.1,1.856680133,0.0002549,-4.51E-04
1277,29454.07374,-36579540.54,1.866647081,2.55E-04,-3.65E-04
1278,21850.75661,-11511094.47,1.857275471,2.55E-04,5.99E-05
1279,23319.64244,-10173371.1,1.858938327,0.0002549,8.25E-05
1280,5422.762404,-37014526.8,1.603123444,2.19E-04,-4.08E-04
1281,5821.14527,-33187356.57,1.808950067,2.50E-04,-3.12E-04
1282,25922.37549,-11387815.7,1.862392018,0.0002549,6.19E-05
1283,26943.90258,-25140481.38,1.863675707,2.55E-04,-1.71E-04
1284,30616.96991,-10835541.27,1.868291419,2.55E-04,7.13E-05
1285,23535.458,-33558280.87,1.859209529,2.55E-04,-3.14E-04
1286,10259.39428,-27745162.23,1.842343335,2.55E-04,-2.15E-04
1287,10902.53672,-31618646.25,1.843334532,2.55E-04,-2.81E-04
1288,8477.927173,-10477581.58,1.840104677,2.55E-04,7.74E-05
1289,6835.180343,-9660477.498,1.838223341,2.55E-04,9.13E-05
1290,7292.411502,-20695230.91,1.838614915,2.55E-04,-9.58E-05
1291,17996.86853,-26262738.24,1.852432532,0.0002549,-1.90E-04
1292,15100.70341,-17338850.85,1.848610104,0.0002549,-3.90E-05
1293,26197.99175,-35235558.28,1.862738367,2.55E-04,-3.42E-04
1294,6173.637038,-26451509.72,1.835745021,2.55E-04,-1.93E-04
1295,19507.93007,-13328290.62,1.854148388,2.55E-04,2.91E-05
1296,10328.17173,-35930423.06,1.842612763,2.55E-04,-3.54E-04
1297,22063.92293,-6607132.183,1.857360343,0.0002549,1.43E-04
1298,25044.99977,-43518523.93,1.861106475,2.55E-04,-4.83E-04
1299,27949.23714,-30656881.58,1.864939047,2.55E-04,-2.65E-04
1300,13337.51275,-20422784.09,1.846394413,2.55E-04,-9.11E-05
1301,1424.572494,-11880401.7,0.585926171,7.55E-05,-1.26E-04
1302,3244.533081,-21304897.79,1.410249201,1.91E-04,-1.70E-04
1303,20693.44554,-45168395.82,1.855638151,0.0002549,-5.11E-04
1304,25459.6291,-23250332.46,1.861627513,2.55E-04,-1.39E-04
1305,24217.79093,-23324885.83,1.860066974,2.55E-04,-1.40E-04
1306,6298.793474,-26489625.67,1.836085297,2.55E-04,-1.94E-04
1307,2995.630005,-9564335.607,1.80869342,2.51E-04,8.89E-05
1308,25317.15673,-4163173.468,1.861631477,0.0002549,1.84E-04
1309,25886.21429,-25756512.17,1.862163576,2.55E-04,-1.82E-04
1310,13925.81663,-34504189.2,1.846950697,2.55E-04,-3.30E-04
1311,25828.77303,-29347930.31,1.862091393,2.55E-04,-2.42E-04
1312,23043.32682,-8427082.854,1.858591098,0.0002549,1.12E-04
1313,7703.09028,-29783261.31,1.838947989,2.55E-04,-2.50E-04
1314,2657.119401,-21266049.45,0.767364035,9.74E-05,-2.63E-04
1315,8438.459901,-24223643.64,1.840238081,2.55E-04,-1.56E-04
1316,19150.16128,-23354701.29,1.853881802,0.0002549,-1.41E-04
1317,22651.83871,-28023960.62,1.85809914,2.55E-04,-2.20E-04
1318,18531.62619,-19432382.48,1.853104528,0.0002549,-7.45E-05
1319,22404.94795,-45927584.95,1.857788888,0.0002549,-5.24E-04
1320,4680.618257,-32468626.38,1.487083838,2.02E-04,-3.48E-04
1321,22275.84965,-23125305.33,1.857626658,2.55E-04,-1.37E-04
1322,5153.364755,-10057914.18,1.835926909,2.55E-04,8.45E-05
1323,21037.74448,-5492098.468,1.856253809,0.0002549,1.62E-04
1324,13178.01656,-23931442.15,1.846193984,2.55E-04,-1.51E-04
1325,18147.40376,-25626961.45,1.8524387,0.0002549,-1.79E-04
1326,8595.574982,-12099149.89,1.840435518,2.55E-04,4.99E-05
1327,8849.175636,-34153532.1,1.840388202,2.55E-04,-3.24E-04
1328,4866.398819,-36653954.35,1.197079297,1.57E-04,-4.64E-04
1329,27412.11924,-36558272.22,1.864081085,2.55E-04,-3.65E-04
1330,13792.32658,-41413511.06,1.846782949,2.55E-04,-4.47E-04
1331,28043.51975,-43544362.91,1.865057526,2.55E-04,-4.83E-04
1332,31746.69254,-10126144.01,1.86952807,2.55E-04,8.34E-05
1333,22140.44515,-12854388.87,1.857639504,0.0002549,3.70E-05
1334,20233.50777,-45031226.41,1.855060176,0.0002549,-5.08E-04
1335,21055.12225,-24064671.87,1.856092647,2.55E-04,-1.53E-04
1336,2962.375372,-8646226.446,1.813409631,2.52E-04,1.05E-04
1337,11150.98591,-30377836.29,1.843646742,2.55E-04,-2.60E-04
1338,26011.80741,-4772095.983,1.862504401,0.0002549,1.74E-04
1339,17369.89469,-6169549.949,1.851644653,0.0002549,1.50E-04
1340,17857.8745,-46641427.42,1.852074867,2.55E-04,-5.36E-04
1341,5272.659635,-5738733.435,1.83607682,2.55E-04,1.58E-04
1342,16102.99455,-2878160.685,1.85005262,0.0002549,2.06E-04
1343,10223.66159,-44909191.25,1.842298432,2.55E-04,-5.06E-04
1344,10245.56976,-25102167.6,1.842325963,2.55E-04,-1.70E-04
1345,11285.44626,-1100622.359,1.84381571,0.0002549,2.36E-04
1346,3692.985812,-2790803.673,1.833725743,2.55E-04,2.08E-04
1347,18703.86006,-1014393.11,1.853320964,0.0002549,2.38E-04
1348,25083.80838,-40236983.8,1.861155243,2.55E-04,-4.27E-04
1349,17226.12486,-1364688.226,1.851463987,0.0002549,2.32E-04
1350,20399.08517,-17361443.13,1.855268246,2.55E-04,-3.93E-05
1351,2624.335168,-11903579.78,1.697694837,2.35E-04,3.32E-05
1352,31616.9832,-7589540.988,1.869365073,2.55E-04,1.26E-04
1353,28582.00779,-39314590.71,1.86573421,2.55E-04,-4.11E-04
1354,7004.304643,-45813261.71,1.761941869,2.43E-04,-5.33E-04
1355,1951.706388,-16423023.97,0.602143587,7.56E-05,-2.03E-04
1356,545.0795584,-14442034.31,0.051741967,3.80E-06,-2.41E-04
1357,22174.23144,-25163899.2,1.857498961,2.55E-04,-1.72E-04
1358,11840.0577,-7403505.487,1.844512655,0.0002549,1.29E-04
1359,25783.27627,-12153949.64,1.862217221,0.0002549,4.89E-05
1360,5925.256633,-1052504.772,1.836896897,2.55E-04,2.37E-04
1361,6750.792869,-36527376.55,1.829882297,2.54E-04,-3.65E-04
1362,5075.844948,-6061962.376,1.835829495,2.55E-04,1.52E-04
1363,11059.6348,-468958.7567,1.843531947,0.0002549,2.47E-04
1364,4256.756335,-12089875.98,1.832604198,2.55E-04,5.01E-05
1365,19947.39336,-17508230.62,1.854700634,2.55E-04,-4.17E-05
1366,12688.64619,-24432960.42,1.845579023,2.55E-04,-1.59E-04
1367,21913.42734,-24153870.69,1.857171225,2.55E-04,-1.54E-04
1368,1618.962709,-4492006.109,1.637322449,2.27E-04,1.51E-04
1369,16781.51908,-17861672.67,1.850722279,0.0002549,-4.78E-05
1370,9788.955172,-24616048.84,1.841935164,2.55E-04,-1.62E-04
1371,17194.11564,-13589683.38,1.851423763,0.0002549,2.46E-05
1372,6268.249525,-40910023.24,1.736494915,2.39E-04,-4.54E-04
1373,2803.660726,-13548765.75,1.693162184,2.34E-04,4.36E-06
1374,13994.49306,-7437027.013,1.847402999,0.0002549,1.29E-04
1375,14389.69462,-41074187.34,1.847716624,2.55E-04,-4.41E-04
1376,25020.87457,-33897555.38,1.861076158,2.55E-04,-3.20E-04
1377,16731.2272,-14106794.82,1.85065908,0.0002549,1.58E-05
1378,20739.11786,-16374962.57,1.855695544,2.55E-04,-2.25E-05
1379,985.4306812,-31585271.32,0.042413329,1.00E-07,-5.35E-04
1380,3027.99377,-31053395.91,0.238228089,1.78E-05,-5.09E-04
1381,14700.32431,-8635013.444,1.848106972,0.0002549,1.09E-04
1382,21734.12033,-26239810.09,1.856945901,2.55E-04,-1.90E-04
1383,5921.838178,-908101.3737,1.836892601,2.55E-04,2.40E-04
1384,31295.11502,-19452631.39,1.869143601,2.55E-04,-7.47E-05
1385,27843.09632,-25767555.01,1.864805667,0.0002549,-1.82E-04
1386,6497.87531,-5614771.56,1.837799471,2.55E-04,1.60E-04
1387,6332.155177,-15016134.43,1.837408221,2.55E-04,4.89E-07
1388,30503.12557,-21540682.6,1.868148358,0.0002549,-1.10E-04
1389,26729.16122,-9235618.293,1.863405855,0.0002549,9.84E-05
1390,17190.69649,-37976740.16,1.851236466,2.55E-04,-3.89E-04
1391,18275.5135,-33263489.67,1.852599688,0.0002549,-3.09E-04
1392,18749.62016,-14084030.59,1.853195468,2.55E-04,1.63E-05
1393,28526.15783,-7665583.222,1.865481027,2.55E-04,1.25E-04
1394,9629.107393,-44017914.2,1.841551293,2.55E-04,-4.91E-04
1395,2957.336128,-45902183.11,0.116627298,1.20E-06,-7.77E-04
1396,9271.967592,-8801411.954,1.841285498,2.55E-04,1.06E-04
1397,19995.74335,-15121523.21,1.854761392,2.55E-04,-1.30E-06
1398,6783.878054,-28935678.49,1.837060873,2.55E-04,-2.35E-04
1399,28188.66435,-15655325.5,1.86523992,0.0002549,-1.04E-05
1400,27541.58121,-34280877.33,1.864243772,2.55E-04,-3.26E-04
1401,30444.25611,-6178504.731,1.867891381,2.55E-04,1.50E-04
1402,11381.54759,-43514840.92,1.843753475,2.55E-04,-4.83E-04
1403,24480.4517,-37386528.01,1.860397043,2.55E-04,-3.79E-04
1404,20698.69785,-35273083.11,1.855644751,0.0002549,-3.43E-04
1405,19054.50145,-12915504.29,1.853578593,2.55E-04,3.61E-05
1406,28541.08372,-8783164.338,1.865682784,2.55E-04,1.06E-04
1407,11198.79162,-19429864.97,1.843523817,2.55E-04,-7.43E-05
1408,16474.81073,-32695516.53,1.850336858,0.0002549,-2.99E-04
1409,9237.3493,-16827202.5,1.841241995,2.55E-04,-3.02E-05
1410,9000.61632,-46248731.56,1.839846508,2.55E-04,-5.29E-04
1411,30519.06416,-14551319.99,1.867985387,2.55E-04,8.37E-06
1412,31567.89453,-30170554.55,1.869486386,0.0002549,-2.56E-04
1413,28609.39953,-1830824.39,1.865768632,2.55E-04,2.24E-04
1414,26277.21832,-26429069.74,1.862654926,2.55E-04,-1.93E-04
1415,3838.927215,-18803492.39,1.785414138,2.47E-04,-7.17E-05
1416,487.2739004,-28156296.73,0.022572326,1.00E-07,-4.77E-04
1417,30961.11316,-14487127.78,1.868723882,2.55E-04,9.46E-06
1418,464.2947287,-42604304.91,0.02053045,1.00E-07,-7.22E-04
1419,21847.8381,-23795.23155,1.857271803,0.0002549,2.54E-04
1420,10642.37416,-31084723.82,1.842824602,2.55E-04,-2.72E-04
1421,17278.98907,-19903066.61,1.851347418,0.0002549,-8.24E-05
1422,27304.33644,-45270795.54,1.864128641,0.0002549,-5.12E-04
1423,11560.05549,-32532910.94,1.844160794,2.55E-04,-2.96E-04
1424,28729.16558,-24003026.69,1.865919134,0.0002549,-1.52E-04
1425,2189.10899,-4540165.882,1.788830915,2.49E-04,1.72E-04
1426,8924.52332,-24271799.16,1.840665887,2.55E-04,-1.56E-04
1427,31083.60589,-34669659.45,1.868694811,0.0002549,-3.33E-04
1428,11185.07525,-20044687.19,1.84368958,2.55E-04,-8.47E-05
1429,26418.90738,-34221747.85,1.862832978,2.55E-04,-3.25E-04
1430,21284.01707,-23669824.23,1.856380285,2.55E-04,-1.46E-04
1431,15503.46698,-22751379,1.849299231,0.0002549,-1.31E-04
1432,31077.97233,-31182630.9,1.868870732,0.0002549,-2.74E-04
1433,28794.17757,-19781687.14,1.865817831,0.0002549,-8.04E-05
1434,11236.38093,-11231383.3,1.843754053,2.55E-04,6.46E-05
1435,31434.304,-10794362.98,1.869318511,2.55E-04,7.20E-05
1436,22002.93408,-16149335.78,1.857283702,2.55E-04,-1.87E-05
1437,14051.55217,-23660140.77,1.847291701,2.55E-04,-1.46E-04
1438,26008.54945,-47308638.55,1.862317307,2.55E-04,-5.47E-04
1439,15271.41507,-9338466.199,1.848824626,0.0002549,9.66E-05
1440,22938.1906,-32028014.36,1.85845898,2.55E-04,-2.88E-04
1441,11229.67261,-20509120.17,1.843745623,2.55E-04,-9.26E-05
1442,23427.17917,-10780136.47,1.859256462,0.0002549,7.22E-05
1443,4965.923302,-22440770.28,1.827456363,2.54E-04,-1.26E-04
1444,31482.3596,-1443617.54,1.8691959,2.55E-04,2.31E-04
1445,26269.58844,-16452523.62,1.862645338,0.0002549,-2.40E-05
1446,8542.669669,-35751268.78,1.840186035,2.55E-04,-3.51E-04
1447,13863.91932,-10864822.97,1.847055915,0.0002549,7.08E-05
1448,8192.936993,-40324294.8,1.838831548,2.55E-04,-4.28E-04
1449,13326.37519,-41731539.33,1.846197417,2.55E-04,-4.52E-04
1450,16396.98589,-630164.3345,1.85042206,0.0002549,2.44E-04
1451,8182.607319,-17016841.65,1.839916568,2.55E-04,-3.34E-05
1452,22061.08168,-39019805.01,1.857539773,0.0002549,-4.06E-04
1453,9550.857069,-8725602.603,1.841452961,2.55E-04,1.07E-04
1454,27125.69438,-43552974.11,1.863904153,0.0002549,-4.83E-04
1455,30678.62242,-31242961.38,1.868185894,0.0002549,-2.75E-04
1456,7443.1892,-46466695.31,1.806413387,2.50E-04,-5.38E-04
1457,123.8765162,-24411521.94,0.007292668,1.00E-07,-4.14E-04
1458,11439.98933,-43974652.77,1.843826915,2.55E-04,-4.90E-04
1459,11901.17965,-25977059.67,1.844589463,2.55E-04,-1.85E-04
1460,29431.47748,-20275153.97,1.866618685,0.0002549,-8.87E-05
1461,28834.61586,-16857173.03,1.866051647,0.0002549,-3.08E-05
1462,23475.21674,-23065274.3,1.859133827,2.55E-04,-1.36E-04
1463,13098.14073,-35888850.73,1.845910609,2.55E-04,-3.53E-04
1464,12560.15726,-16231885.74,1.845417559,0.0002549,-2.02E-05
1465,24565.80428,-29202515.48,1.8605043,2.55E-04,-2.40E-04
1466,4649.905111,-18144239.63,1.830536243,2.54E-04,-5.35E-05
1467,31452.04896,-31539948.35,1.86934081,0.0002549,-2.80E-04
1468,10486.66621,-3718880.096,1.842811933,0.0002549,1.92E-04
1469,27356.37684,-36835252.49,1.864011037,2.55E-04,-3.69E-04
1470,12268.55489,-36876010.07,1.844868121,2.55E-04,-3.70E-04
1471,22217.4727,-3258000.168,1.8575533,0.0002549,2.00E-04
1472,30154.23858,-1018038.975,1.867526934,2.55E-04,2.38E-04
1473,1886.777262,-44872887.22,0.075204994,4.00E-07,-7.60E-04
1474,14778.07129,-24938191.8,1.848204672,0.0002549,-1.68E-04
1475,26344.07861,-4787245.232,1.862738946,0.0002549,1.74E-04
1476,4626.776932,-36459469.25,0.963270179,0.0001212,-4.97E-04
1477,20809.4518,-31527732.13,1.855966928,0.0002549,-2.79E-04
1478,28823.78691,-4033260.951,1.865855039,2.55E-04,1.87E-04
1479,2051.040194,-41398583.54,0.082914413,7.00E-07,-7.01E-04
1480,13382.97188,-2884784.468,1.846451538,0.0002549,2.06E-04
1481,3567.768955,-25483359.23,1.243759391,1.66E-04,-2.66E-04
1482,16421.83287,-28327874.94,1.850270284,0.0002549,-2.25E-04
