,h,T,M,lambda,s,,,,,,,,,
342,13401,-2880000,1.846474646,0.0002549,0.000206086,,,,,,,,,
343,13720,-2880000,1.846875613,0.0002549,0.000206086,,,,,,,,,
344,14040,-2880000,1.847276581,0.0002549,0.000206086,,,,,,,,,
345,14359,-2880000,1.847677549,0.0002549,0.000206086,,,,,,,,,
346,14678,-2880000,1.848078517,0.0002549,0.000206086,,,,,,,,,
347,14997,-2880000,1.848479484,0.0002549,0.000206086,,,,,,,,,
348,15316,-2880000,1.848880452,0.0002549,0.000206086,,,,,,,,,
349,15635,-2880000,1.84946442,0.0002549,0.000206086,,,,,,,,,
350,15954,-2880000,1.849865388,0.0002549,0.000206086,,,,,,,,,
351,16273,-2880000,1.850266355,0.0002549,0.000206086,,,,,,,,,
352,16592,-2880000,1.850484323,0.0002549,0.000206086,,,,,,,,,
353,16911,-2880000,1.851068291,0.0002549,0.000206086,,,,,,,,,
354,17230,-2880000,1.851469259,0.0002549,0.000206086,,,,,,,,,
355,17549,-2880000,1.851870226,0.0002549,0.000206086,,,,,,,,,
356,17868,-2880000,1.852088194,0.000255,0.000206186,,,,,,,,,
357,18188,-2880000,1.852489162,0.000255,0.000206186,,,,,,,,,
358,18507,-2880000,1.85307313,0.0002549,0.000206086,,,,,,,,,
359,18826,-2880000,1.853474097,0.0002549,0.000206086,,,,,,,,,
360,19145,-2880000,1.853875065,0.0002549,0.000206086,,,,,,,,,
361,19464,-2880000,1.854276033,0.0002549,0.000206086,,,,,,,,,
362,19783,-2880000,1.854677001,0.0002549,0.000206086,,,,,,,,,
363,20102,-2880000,1.855077968,0.0002549,0.000206086,,,,,,,,,
364,20421,-2880000,1.855478936,0.0002549,0.000206086,,,,,,,,,
365,20740,-2880000,1.855696904,0.0002549,0.000206086,,,,,,,,,
366,21059,-2880000,1.856097872,0.0002549,0.000206086,,,,,,,,,
367,21378,-2880000,1.856498839,0.0002549,0.000206086,,,,,,,,,
368,21697,-2880000,1.856899807,0.0002549,0.000206086,,,,,,,,,
369,22017,-2880000,1.857300775,0.0002549,0.000206086,,,,,,,,,
370,22336,-2880000,1.857701743,0.0002549,0.000206086,,,,,,,,,
371,22655,-2880000,1.858285711,0.0002549,0.000206086,,,,,,,,,
372,22974,-2880000,1.858686678,0.0002549,0.000206086,,,,,,,,,
373,23293,-2880000,1.859087646,0.0002549,0.000206086,,,,,,,,,
374,23612,-2880000,1.859305614,0.0002549,0.000206086,,,,,,,,,
375,23931,-2880000,1.859706582,0.0002549,0.000206086,,,,,,,,,
376,24250,-2880000,1.860107549,0.0002549,0.000206086,,,,,,,,,
377,24569,-2880000,1.860508517,0.0002549,0.000206086,,,,,,,,,
378,24888,-2880000,1.861092485,0.0002549,0.000206086,,,,,,,,,
379,25207,-2880000,1.861493453,0.0002549,0.000206086,,,,,,,,,
380,25526,-2880000,1.86189442,0.0002549,0.000206086,,,,,,,,,
381,25845,-2880000,1.862112388,0.0002549,0.000206086,,,,,,,,,
382,26165,-2880000,1.862513356,0.0002549,0.000206086,,,,,,,,,
383,26484,-2880000,1.863097324,0.000255,0.000206186,,,,,,,,,
384,26803,-2880000,1.863498291,0.000255,0.000206186,,,,,,,,,
385,27122,-2880000,1.863899259,0.000255,0.000206186,,,,,,,,,
386,27441,-2880000,1.864117227,0.000255,0.000206186,,,,,,,,,
387,27760,-2880000,1.864518195,0.000255,0.000206186,,,,,,,,,
388,28079,-2880000,1.864919162,0.000255,0.000206186,,,,,,,,,
389,28398,-2880000,1.86550313,0.0002549,0.000206086,,,,,,,,,
390,28717,-2880000,1.865721098,0.0002549,0.000206086,,,,,,,,,
391,29036,-2880000,1.866122066,0.0002549,0.000206086,,,,,,,,,
392,29355,-2880000,1.866523033,0.0002549,0.000206086,,,,,,,,,
393,29674,-2880000,1.867107001,0.0002549,0.000206086,,,,,,,,,
394,29994,-2880000,1.867324969,0.0002549,0.000206086,,,,,,,,,
395,30313,-2880000,1.867725937,0.0002549,0.000206086,,,,,,,,,
396,30632,-2880000,1.868309904,0.0002549,0.000206086,,,,,,,,,
397,30951,-2880000,1.868527872,0.0002549,0.000206086,,,,,,,,,
398,31270,-2880000,1.86892884,0.0002549,0.000206086,,,,,,,,,
399,31589,-2880000,1.869329808,0.000255,0.000206186,,,,,,,,,
400,0,-3840000,0.120963,1.67E-05,-4.84E-05,,,,,,,,,
401,319.08,-3840000,0.289174968,3.84E-05,-2.67E-05,,,,,,,,,
402,638.16,-3840000,0.586035936,7.86E-05,1.35E-05,,,,,,,,,
403,957.24,-3840000,0.986657903,0.0001343,6.92E-05,,,,,,,,,
404,1276.3,-3840000,1.360561871,0.0001872,0.000122115,,,,,,,,,
405,1595.4,-3840000,1.606548839,0.0002221,0.000157015,,,,,,,,,
406,1914.5,-3840000,1.733036807,0.0002403,0.000175215,,,,,,,,,
407,2233.6,-3840000,1.790167774,0.0002487,0.000183615,,,,,,,,,
408,2552.6,-3840000,1.815090742,0.0002523,0.000187215,,,,,,,,,
409,2871.7,-3840000,1.82573971,0.0002537,0.000188615,,,,,,,,,
410,3190.8,-3840000,1.830166678,0.0002544,0.000189315,,,,,,,,,
411,3509.9,-3840000,1.832580645,0.0002547,0.000189615,,,,,,,,,
412,3829,-3840000,1.833713613,0.0002548,0.000189715,,,,,,,,,
413,4148,-3840000,1.834480581,0.0002549,0.000189815,,,,,,,,,
414,4467.1,-3840000,1.835064549,0.0002549,0.000189815,,,,,,,,,
415,4786.2,-3840000,1.835465516,0.0002548,0.000189715,,,,,,,,,
416,5105.3,-3840000,1.835866484,0.0002549,0.000189815,,,,,,,,,
417,5424.4,-3840000,1.836450452,0.0002549,0.000189815,,,,,,,,,
418,5743.4,-3840000,1.83685142,0.0002549,0.000189815,,,,,,,,,
419,6062.5,-3840000,1.837069387,0.0002549,0.000189815,,,,,,,,,
420,6381.6,-3840000,1.837653355,0.0002549,0.000189815,,,,,,,,,
421,6700.7,-3840000,1.837871323,0.0002549,0.000189815,,,,,,,,,
422,7019.8,-3840000,1.838455291,0.0002548,0.000189715,,,,,,,,,
423,7338.8,-3840000,1.838673258,0.0002549,0.000189815,,,,,,,,,
424,7657.9,-3840000,1.839257226,0.0002549,0.000189815,,,,,,,,,
425,7977,-3840000,1.839475194,0.0002549,0.000189815,,,,,,,,,
426,8296.1,-3840000,1.840059162,0.0002549,0.000189815,,,,,,,,,
427,8615.2,-3840000,1.840277129,0.0002549,0.000189815,,,,,,,,,
428,8934.2,-3840000,1.840861097,0.0002549,0.000189815,,,,,,,,,
429,9253.3,-3840000,1.841262065,0.0002549,0.000189815,,,,,,,,,
430,9572.4,-3840000,1.841480033,0.0002549,0.000189815,,,,,,,,,
431,9891.5,-3840000,1.842064,0.0002549,0.000189815,,,,,,,,,
432,10211,-3840000,1.842464968,0.0002549,0.000189815,,,,,,,,,
433,10530,-3840000,1.842865936,0.0002549,0.000189815,,,,,,,,,
434,10849,-3840000,1.843266904,0.0002549,0.000189815,,,,,,,,,
435,11168,-3840000,1.843667871,0.0002549,0.000189815,,,,,,,,,
436,11487,-3840000,1.844068839,0.0002549,0.000189815,,,,,,,,,
437,11806,-3840000,1.844469807,0.0002549,0.000189815,,,,,,,,,
438,12125,-3840000,1.844870775,0.0002549,0.000189815,,,,,,,,,
439,12444,-3840000,1.845271742,0.0002549,0.000189815,,,,,,,,,
440,12763,-3840000,1.84567271,0.0002549,0.000189815,,,,,,,,,
441,13082,-3840000,1.846256678,0.0002549,0.000189815,,,,,,,,,
442,13401,-3840000,1.846657646,0.0002549,0.000189815,,,,,,,,,
443,13720,-3840000,1.846875613,0.0002549,0.000189815,,,,,,,,,
444,14040,-3840000,1.847276581,0.0002549,0.000189815,,,,,,,,,
445,14359,-3840000,1.847677549,0.0002549,0.000189815,,,,,,,,,
446,14678,-3840000,1.848078517,0.0002549,0.000189815,,,,,,,,,
447,14997,-3840000,1.848479484,0.0002549,0.000189815,,,,,,,,,
448,15316,-3840000,1.848880452,0.0002549,0.000189815,,,,,,,,,
449,15635,-3840000,1.84946442,0.0002549,0.000189815,,,,,,,,,
450,15954,-3840000,1.849865388,0.0002549,0.000189815,,,,,,,,,
451,16273,-3840000,1.850266355,0.0002549,0.000189815,,,,,,,,,
452,16592,-3840000,1.850667323,0.0002549,0.000189815,,,,,,,,,
453,16911,-3840000,1.851068291,0.0002549,0.000189815,,,,,,,,,
454,17230,-3840000,1.851469259,0.0002549,0.000189815,,,,,,,,,
455,17549,-3840000,1.851687226,0.000255,0.000189915,,,,,,,,,
456,17868,-3840000,1.852088194,0.000255,0.000189915,,,,,,,,,
457,18188,-3840000,1.852672162,0.0002549,0.000189815,,,,,,,,,
458,18507,-3840000,1.85307313,0.0002549,0.000189815,,,,,,,,,
459,18826,-3840000,1.853474097,0.0002549,0.000189815,,,,,,,,,
460,19145,-3840000,1.853875065,0.0002549,0.000189815,,,,,,,,,
461,19464,-3840000,1.854276033,0.000255,0.000189915,,,,,,,,,
462,19783,-3840000,1.854677001,0.000255,0.000189915,,,,,,,,,
463,20102,-3840000,1.855077968,0.0002549,0.000189815,,,,,,,,,
464,20421,-3840000,1.855478936,0.0002549,0.000189815,,,,,,,,,
465,20740,-3840000,1.855879904,0.0002549,0.000189815,,,,,,,,,
466,21059,-3840000,1.856280872,0.0002549,0.000189815,,,,,,,,,
467,21378,-3840000,1.856681839,0.0002549,0.000189815,,,,,,,,,
468,21697,-3840000,1.856899807,0.0002549,0.000189815,,,,,,,,,
469,22017,-3840000,1.857300775,0.0002549,0.000189815,,,,,,,,,
470,22336,-3840000,1.857701743,0.0002549,0.000189815,,,,,,,,,
471,22655,-3840000,1.858102711,0.0002549,0.000189815,,,,,,,,,
472,22974,-3840000,1.858503678,0.0002549,0.000189815,,,,,,,,,
473,23293,-3840000,1.859087646,0.0002549,0.000189815,,,,,,,,,
474,23612,-3840000,1.859488614,0.0002549,0.000189815,,,,,,,,,
475,23931,-3840000,1.859889582,0.0002549,0.000189815,,,,,,,,,
476,24250,-3840000,1.860107549,0.0002549,0.000189815,,,,,,,,,
477,24569,-3840000,1.860508517,0.0002549,0.000189815,,,,,,,,,
478,24888,-3840000,1.860909485,0.0002549,0.000189815,,,,,,,,,
479,25207,-3840000,1.861493453,0.0002549,0.000189815,,,,,,,,,
480,25526,-3840000,1.86189442,0.0002549,0.000189815,,,,,,,,,
481,25845,-3840000,1.862295388,0.0002549,0.000189815,,,,,,,,,
482,26165,-3840000,1.862696356,0.0002549,0.000189815,,,,,,,,,
483,26484,-3840000,1.862914324,0.0002549,0.000189815,,,,,,,,,
484,26803,-3840000,1.863498291,0.000255,0.000189915,,,,,,,,,
485,27122,-3840000,1.863899259,0.000255,0.000189915,,,,,,,,,
486,27441,-3840000,1.864300227,0.000255,0.000189915,,,,,,,,,
487,27760,-3840000,1.864518195,0.000255,0.000189915,,,,,,,,,
488,28079,-3840000,1.864919162,0.000255,0.000189915,,,,,,,,,
489,28398,-3840000,1.86550313,0.0002549,0.000189815,,,,,,,,,
490,28717,-3840000,1.865904098,0.0002549,0.000189815,,,,,,,,,
491,29036,-3840000,1.866122066,0.0002549,0.000189815,,,,,,,,,
492,29355,-3840000,1.866523033,0.0002549,0.000189815,,,,,,,,,
493,29674,-3840000,1.867107001,0.0002549,0.000189815,,,,,,,,,
494,29994,-3840000,1.867507969,0.0002549,0.000189815,,,,,,,,,
495,30313,-3840000,1.867725937,0.0002549,0.000189815,,,,,,,,,
496,30632,-3840000,1.868309904,0.0002549,0.000189815,,,,,,,,,
497,30951,-3840000,1.868527872,0.0002549,0.000189815,,,,,,,,,
498,31270,-3840000,1.86892884,0.0002549,0.000189815,,,,,,,,,
499,31589,-3840000,1.869329808,0.0002549,0.000189815,,,,,,,,,
500,0,-4800000,0.083814,1.16E-05,-6.98E-05,,,,,,,,,
501,319.08,-4800000,0.209935968,2.74E-05,-5.40E-05,,,,,,,,,
502,638.16,-4800000,0.447870936,5.92E-05,-2.22E-05,,,,,,,,,
503,957.24,-4800000,0.812990903,0.0001095,2.81E-05,,,,,,,,,
504,1276.3,-4800000,1.213795871,0.0001659,8.45E-05,,,,,,,,,
505,1595.4,-4800000,1.517610839,0.0002093,0.000127944,,,,,,,,,
506,1914.5,-4800000,1.689665807,0.000234,0.000152644,,,,,,,,,
507,2233.6,-4800000,1.770952774,0.0002459,0.000164544,,,,,,,,,
508,2552.6,-4800000,1.806672742,0.0002511,0.000169744,,,,,,,,,
509,2871.7,-4800000,1.82207971,0.0002533,0.000171944,,,,,,,,,
510,3190.8,-4800000,1.829068678,0.0002541,0.000172744,,,,,,,,,
511,3509.9,-4800000,1.831848645,0.0002545,0.000173144,,,,,,,,,
512,3829,-4800000,1.833347613,0.0002547,0.000173344,,,,,,,,,
513,4148,-4800000,1.834297581,0.0002548,0.000173444,,,,,,,,,
514,4467.1,-4800000,1.834881549,0.0002549,0.000173544,,,,,,,,,
515,4786.2,-4800000,1.835465516,0.0002548,0.000173444,,,,,,,,,
516,5105.3,-4800000,1.835866484,0.0002548,0.000173444,,,,,,,,,
517,5424.4,-4800000,1.836267452,0.0002549,0.000173544,,,,,,,,,
518,5743.4,-4800000,1.83685142,0.0002549,0.000173544,,,,,,,,,
519,6062.5,-4800000,1.837252387,0.0002549,0.000173544,,,,,,,,,
520,6381.6,-4800000,1.837470355,0.0002549,0.000173544,,,,,,,,,
521,6700.7,-4800000,1.838054323,0.0002549,0.000173544,,,,,,,,,
522,7019.8,-4800000,1.838272291,0.0002548,0.000173444,,,,,,,,,
523,7338.8,-4800000,1.838856258,0.0002548,0.000173444,,,,,,,,,
524,7657.9,-4800000,1.839074226,0.0002549,0.000173544,,,,,,,,,
525,7977,-4800000,1.839658194,0.0002549,0.000173544,,,,,,,,,
526,8296.1,-4800000,1.840059162,0.0002549,0.000173544,,,,,,,,,
527,8615.2,-4800000,1.840460129,0.0002549,0.000173544,,,,,,,,,
528,8934.2,-4800000,1.840678097,0.0002549,0.000173544,,,,,,,,,
529,9253.3,-4800000,1.841262065,0.0002549,0.000173544,,,,,,,,,
530,9572.4,-4800000,1.841663033,0.0002549,0.000173544,,,,,,,,,
531,9891.5,-4800000,1.842064,0.0002549,0.000173544,,,,,,,,,
532,10211,-4800000,1.842464968,0.0002549,0.000173544,,,,,,,,,
533,10530,-4800000,1.842865936,0.0002549,0.000173544,,,,,,,,,
534,10849,-4800000,1.843266904,0.0002549,0.000173544,,,,,,,,,
535,11168,-4800000,1.843667871,0.0002549,0.000173544,,,,,,,,,
536,11487,-4800000,1.844068839,0.0002549,0.000173544,,,,,,,,,
537,11806,-4800000,1.844469807,0.0002549,0.000173544,,,,,,,,,
538,12125,-4800000,1.845053775,0.0002549,0.000173544,,,,,,,,,
539,12444,-4800000,1.845271742,0.0002549,0.000173544,,,,,,,,,
540,12763,-4800000,1.84567271,0.0002549,0.000173544,,,,,,,,,
541,13082,-4800000,1.846073678,0.0002549,0.000173544,,,,,,,,,
542,13401,-4800000,1.846474646,0.0002549,0.000173544,,,,,,,,,
543,13720,-4800000,1.847058613,0.0002549,0.000173544,,,,,,,,,
544,14040,-4800000,1.847276581,0.0002549,0.000173544,,,,,,,,,
545,14359,-4800000,1.847677549,0.0002549,0.000173544,,,,,,,,,
546,14678,-4800000,1.848078517,0.0002549,0.000173544,,,,,,,,,
547,14997,-4800000,1.848479484,0.0002549,0.000173544,,,,,,,,,
548,15316,-4800000,1.848880452,0.0002549,0.000173544,,,,,,,,,
549,15635,-4800000,1.84946442,0.0002549,0.000173544,,,,,,,,,
550,15954,-4800000,1.849865388,0.0002549,0.000173544,,,,,,,,,
551,16273,-4800000,1.850266355,0.0002549,0.000173544,,,,,,,,,
552,16592,-4800000,1.850667323,0.0002549,0.000173544,,,,,,,,,
553,16911,-4800000,1.851068291,0.0002549,0.000173544,,,,,,,,,
554,17230,-4800000,1.851286259,0.0002549,0.000173544,,,,,,,,,
555,17549,-4800000,1.851870226,0.0002549,0.000173544,,,,,,,,,
556,17868,-4800000,1.852088194,0.000255,0.000173644,,,,,,,,,
557,18188,-4800000,1.852672162,0.0002549,0.000173544,,,,,,,,,
558,18507,-4800000,1.85307313,0.000255,0.000173644,,,,,,,,,
559,18826,-4800000,1.853291097,0.000255,0.000173644,,,,,,,,,
560,19145,-4800000,1.853692065,0.000255,0.000173644,,,,,,,,,
561,19464,-4800000,1.854093033,0.000255,0.000173644,,,,,,,,,
562,19783,-4800000,1.854677001,0.0002549,0.000173544,,,,,,,,,
563,20102,-4800000,1.855077968,0.0002549,0.000173544,,,,,,,,,
564,20421,-4800000,1.855478936,0.0002549,0.000173544,,,,,,,,,
565,20740,-4800000,1.855879904,0.0002549,0.000173544,,,,,,,,,
566,21059,-4800000,1.856280872,0.0002549,0.000173544,,,,,,,,,
567,21378,-4800000,1.856681839,0.0002549,0.000173544,,,,,,,,,
568,21697,-4800000,1.857082807,0.0002549,0.000173544,,,,,,,,,
569,22017,-4800000,1.857300775,0.0002549,0.000173544,,,,,,,,,
570,22336,-4800000,1.857701743,0.0002549,0.000173544,,,,,,,,,
571,22655,-4800000,1.858102711,0.0002549,0.000173544,,,,,,,,,
572,22974,-4800000,1.858503678,0.0002549,0.000173544,,,,,,,,,
573,23293,-4800000,1.858904646,0.0002549,0.000173544,,,,,,,,,
574,23612,-4800000,1.859488614,0.0002549,0.000173544,,,,,,,,,
575,23931,-4800000,1.859889582,0.0002549,0.000173544,,,,,,,,,
576,24250,-4800000,1.860290549,0.0002549,0.000173544,,,,,,,,,
577,24569,-4800000,1.860691517,0.0002549,0.000173544,,,,,,,,,
578,24888,-4800000,1.860909485,0.0002549,0.000173544,,,,,,,,,
579,25207,-4800000,1.861310453,0.0002549,0.000173544,,,,,,,,,
580,25526,-4800000,1.86189442,0.0002549,0.000173544,,,,,,,,,
581,25845,-4800000,1.862295388,0.0002549,0.000173544,,,,,,,,,
582,26165,-4800000,1.862513356,0.0002549,0.000173544,,,,,,,,,
583,26484,-4800000,1.863097324,0.0002549,0.000173544,,,,,,,,,
584,26803,-4800000,1.863315291,0.0002549,0.000173544,,,,,,,,,
585,27122,-4800000,1.863716259,0.0002549,0.000173544,,,,,,,,,
586,27441,-4800000,1.864300227,0.000255,0.000173644,,,,,,,,,
587,27760,-4800000,1.864518195,0.000255,0.000173644,,,,,,,,,
588,28079,-4800000,1.865102162,0.000255,0.000173644,,,,,,,,,
589,28398,-4800000,1.86532013,0.000255,0.000173644,,,,,,,,,
590,28717,-4800000,1.865721098,0.0002549,0.000173544,,,,,,,,,
591,29036,-4800000,1.866305066,0.0002549,0.000173544,,,,,,,,,
592,29355,-4800000,1.866706033,0.0002549,0.000173544,,,,,,,,,
593,29674,-4800000,1.866924001,0.0002549,0.000173544,,,,,,,,,
594,29994,-4800000,1.867507969,0.0002549,0.000173544,,,,,,,,,
595,30313,-4800000,1.867908937,0.0002549,0.000173544,,,,,,,,,
596,30632,-4800000,1.868126904,0.0002549,0.000173544,,,,,,,,,
597,30951,-4800000,1.868527872,0.0002549,0.000173544,,,,,,,,,
598,31270,-4800000,1.86892884,0.0002549,0.000173544,,,,,,,,,
599,31589,-4800000,1.869329808,0.0002549,0.000173544,,,,,,,,,
600,0,-5760000,0.058011,8.00E-06,-8.96E-05,,,,,,,,,
601,319.08,-5760000,0.152107968,1.92E-05,-7.84E-05,,,,,,,,,
602,638.16,-5760000,0.335691936,4.33E-05,-5.43E-05,,,,,,,,,
603,957.24,-5760000,0.648290903,8.61E-05,-1.15E-05,,,,,,,,,
604,1276.3,-5760000,1.048912871,0.0001422,4.46E-05,,,,,,,,,
605,1595.4,-5760000,1.403784839,0.0001928,9.52E-05,,,,,,,,,
606,1914.5,-5760000,1.629458807,0.0002252,0.000127573,,,,,,,,,
607,2233.6,-5760000,1.743319774,0.0002418,0.000144173,,,,,,,,,
608,2552.6,-5760000,1.795143742,0.0002493,0.000151673,,,,,,,,,
609,2871.7,-5760000,1.81713871,0.0002525,0.000154873,,,,,,,,,
610,3190.8,-5760000,1.826689678,0.0002539,0.000156273,,,,,,,,,
611,3509.9,-5760000,1.830750645,0.0002544,0.000156773,,,,,,,,,
612,3829,-5760000,1.832798613,0.0002547,0.000157073,,,,,,,,,
613,4148,-5760000,1.834297581,0.0002548,0.000157173,,,,,,,,,
614,4467.1,-5760000,1.834881549,0.0002548,0.000157173,,,,,,,,,
615,4786.2,-5760000,1.835465516,0.0002549,0.000157273,,,,,,,,,
616,5105.3,-5760000,1.835866484,0.0002548,0.000157173,,,,,,,,,
617,5424.4,-5760000,1.836450452,0.0002548,0.000157173,,,,,,,,,
618,5743.4,-5760000,1.83666842,0.0002549,0.000157273,,,,,,,,,
619,6062.5,-5760000,1.837069387,0.0002549,0.000157273,,,,,,,,,
620,6381.6,-5760000,1.837653355,0.0002549,0.000157273,,,,,,,,,
621,6700.7,-5760000,1.837871323,0.0002549,0.000157273,,,,,,,,,
622,7019.8,-5760000,1.838455291,0.0002549,0.000157273,,,,,,,,,
623,7338.8,-5760000,1.838856258,0.0002548,0.000157173,,,,,,,,,
624,7657.9,-5760000,1.839257226,0.0002549,0.000157273,,,,,,,,,
625,7977,-5760000,1.839658194,0.0002549,0.000157273,,,,,,,,,
626,8296.1,-5760000,1.840059162,0.0002549,0.000157273,,,,,,,,,
627,8615.2,-5760000,1.840460129,0.0002549,0.000157273,,,,,,,,,
628,8934.2,-5760000,1.840861097,0.0002549,0.000157273,,,,,,,,,
629,9253.3,-5760000,1.841079065,0.0002549,0.000157273,,,,,,,,,
630,9572.4,-5760000,1.841663033,0.0002549,0.000157273,,,,,,,,,
631,9891.5,-5760000,1.842064,0.0002549,0.000157273,,,,,,,,,
632,10211,-5760000,1.842464968,0.0002549,0.000157273,,,,,,,,,
633,10530,-5760000,1.842865936,0.0002549,0.000157273,,,,,,,,,
634,10849,-5760000,1.843266904,0.0002549,0.000157273,,,,,,,,,
635,11168,-5760000,1.843667871,0.0002549,0.000157273,,,,,,,,,
636,11487,-5760000,1.844068839,0.0002549,0.000157273,,,,,,,,,
637,11806,-5760000,1.844469807,0.0002549,0.000157273,,,,,,,,,
638,12125,-5760000,1.845053775,0.0002549,0.000157273,,,,,,,,,
639,12444,-5760000,1.845271742,0.0002549,0.000157273,,,,,,,,,
640,12763,-5760000,1.84567271,0.0002549,0.000157273,,,,,,,,,
641,13082,-5760000,1.846073678,0.0002549,0.000157273,,,,,,,,,
642,13401,-5760000,1.846474646,0.0002549,0.000157273,,,,,,,,,
643,13720,-5760000,1.846875613,0.0002549,0.000157273,,,,,,,,,
644,14040,-5760000,1.847276581,0.0002549,0.000157273,,,,,,,,,
645,14359,-5760000,1.847677549,0.0002549,0.000157273,,,,,,,,,
646,14678,-5760000,1.848078517,0.0002549,0.000157273,,,,,,,,,
647,14997,-5760000,1.848479484,0.0002549,0.000157273,,,,,,,,,
648,15316,-5760000,1.848880452,0.0002549,0.000157273,,,,,,,,,
649,15635,-5760000,1.84928142,0.0002549,0.000157273,,,,,,,,,
650,15954,-5760000,1.849865388,0.0002549,0.000157273,,,,,,,,,
651,16273,-5760000,1.850266355,0.0002549,0.000157273,,,,,,,,,
652,16592,-5760000,1.850667323,0.0002549,0.000157273,,,,,,,,,
653,16911,-5760000,1.851068291,0.0002549,0.000157273,,,,,,,,,
654,17230,-5760000,1.851469259,0.0002549,0.000157273,,,,,,,,,
655,17549,-5760000,1.851687226,0.000255,0.000157373,,,,,,,,,
656,17868,-5760000,1.852271194,0.0002549,0.000157273,,,,,,,,,
657,18188,-5760000,1.852489162,0.000255,0.000157373,,,,,,,,,
658,18507,-5760000,1.85289013,0.000255,0.000157373,,,,,,,,,
659,18826,-5760000,1.853291097,0.000255,0.000157373,,,,,,,,,
660,19145,-5760000,1.853692065,0.000255,0.000157373,,,,,,,,,
661,19464,-5760000,1.854276033,0.0002549,0.000157273,,,,,,,,,
662,19783,-5760000,1.854677001,0.0002549,0.000157273,,,,,,,,,
663,20102,-5760000,1.855077968,0.0002549,0.000157273,,,,,,,,,
664,20421,-5760000,1.855478936,0.0002549,0.000157273,,,,,,,,,
665,20740,-5760000,1.855879904,0.0002549,0.000157273,,,,,,,,,
666,21059,-5760000,1.856280872,0.0002549,0.000157273,,,,,,,,,
667,21378,-5760000,1.856681839,0.0002549,0.000157273,,,,,,,,,
668,21697,-5760000,1.857082807,0.0002549,0.000157273,,,,,,,,,
669,22017,-5760000,1.857300775,0.0002549,0.000157273,,,,,,,,,
670,22336,-5760000,1.857701743,0.0002549,0.000157273,,,,,,,,,
671,22655,-5760000,1.858102711,0.0002549,0.000157273,,,,,,,,,
672,22974,-5760000,1.858503678,0.0002549,0.000157273,,,,,,,,,
673,23293,-5760000,1.858904646,0.0002549,0.000157273,,,,,,,,,
674,23612,-5760000,1.859488614,0.0002549,0.000157273,,,,,,,,,
675,23931,-5760000,1.859889582,0.0002549,0.000157273,,,,,,,,,
676,24250,-5760000,1.860290549,0.0002549,0.000157273,,,,,,,,,
677,24569,-5760000,1.860691517,0.0002549,0.000157273,,,,,,,,,
678,24888,-5760000,1.861092485,0.0002549,0.000157273,,,,,,,,,
679,25207,-5760000,1.861310453,0.0002549,0.000157273,,,,,,,,,
680,25526,-5760000,1.86171142,0.0002549,0.000157273,,,,,,,,,
681,25845,-5760000,1.862112388,0.0002549,0.000157273,,,,,,,,,
